case,n_mesh,n_shared_faces,worst_class,max_ratio,class_counts,msd,n_overlap_pairs,notes
Verification/Adaptive_Mesh_Refinement/ns2d_16_emb_1to1_refinement.fds,2,0,embedded_or_overlapping,,,0.001,1,"1 overlapping/embedded mesh pair(s), e.g. 1/2 (ratio 1x1x1)"
Verification/Adaptive_Mesh_Refinement/ns2d_16_emb_1to2_refinement.fds,2,0,embedded_or_overlapping,,,0.001,1,"1 overlapping/embedded mesh pair(s), e.g. 1/2 (ratio 2x1x2)"
Verification/Adaptive_Mesh_Refinement/ns2d_16_int_1to2_refinement.fds,13,20,supported_2_4,2,uniform=12 supported_2_4=8,0.001,0,
Verification/Adaptive_Mesh_Refinement/random_meshes.fds,5,1,uniform,1,uniform=1,0.001,8,"8 overlapping/embedded mesh pair(s), e.g. 1/3 (ratio 1x1x1), 1/2 (ratio 2x1x2), 1/4 (ratio 1x1x1)"
Verification/Aerosols/aerosol_agglomeration.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/aerosol_agglomeration_2.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/aerosol_gravitational_deposition.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/aerosol_gravitational_deposition_2.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/aerosol_scrubbing.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/aerosol_thermophoretic_deposition.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/aerosol_thermophoretic_deposition_2.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/aerosol_turbulent_deposition.fds,3,0,no_shared_faces,,,5e-05,0,
Verification/Aerosols/propane_flame_deposition.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/propane_flame_deposition_gravitational.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/propane_flame_deposition_none.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/propane_flame_deposition_thermophoretic.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/propane_flame_deposition_turbulent.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/soot_oxidation_wall.fds,1,0,single_mesh,,,,0,
Verification/Aerosols/sphere_propane_deposition.fds,1,0,single_mesh,,,,0,
Verification/Atmospheric_Effects/MO_velocity_profile_stable.fds,1,0,single_mesh,,,,0,TRN stretching in Z on 1 of 1 mesh(es)
Verification/Atmospheric_Effects/MO_velocity_profile_unstable.fds,1,0,single_mesh,,,,0,TRN stretching in Z on 1 of 1 mesh(es)
Verification/Atmospheric_Effects/atmospheric_boundary_layer_1.fds,16,28,uniform,1,uniform=28,0.001,0,
Verification/Atmospheric_Effects/atmospheric_boundary_layer_2.fds,16,28,uniform,1,uniform=28,0.001,0,
Verification/Atmospheric_Effects/atmospheric_boundary_layer_3.fds,16,28,uniform,1,uniform=28,0.001,0,
Verification/Atmospheric_Effects/atmospheric_boundary_layer_4.fds,16,28,uniform,1,uniform=28,0.001,0,
Verification/Atmospheric_Effects/lapse_rate.fds,4,3,uniform,1,uniform=3,0.001,0,
Verification/Atmospheric_Effects/lee_waves.fds,1,0,single_mesh,,,,0,
Verification/Atmospheric_Effects/stack_effect.fds,1,0,single_mesh,,,,0,
Verification/Atmospheric_Effects/wind_example_10.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Atmospheric_Effects/wind_example_32.fds,32,64,uniform,1,uniform=64,0.001,0,
Verification/Atmospheric_Effects/wind_example_5.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Chemistry/EDC_MultiCFDStep_Methane_grimech30_Zeta0p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_MultiCFDStep_Methane_grimech30_Zeta0p25.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_MultiCFDStep_Methane_grimech30_Zeta0p5.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_MultiCFDStep_Methane_grimech30_Zeta0p75.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_MultiCFDStep_Methane_grimech30_Zeta1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_Zeta0p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_Zeta0p25.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_Zeta0p5.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_Zeta0p75.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_Zeta1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_taumix0p00001.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_taumix0p0001.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_taumix0p001.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_taumix0p01.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_OneCFDStep_Methane_grimech30_taumix0p1.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/EDC_load_bal_methane_smooke_parallel.fds,24,44,uniform,1,uniform=44,0.001,0,
Verification/Chemistry/EDC_load_bal_methane_smooke_serial.fds,24,44,uniform,1,uniform=44,0.001,0,
Verification/Chemistry/ign_delay_Ethylene_TianfengLu_T1100K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_Smooke_T1100K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_TianfengLu_T1100K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1000K_Phi0p6.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1000K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1000K_Phi1p4.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1100K_Phi0p6.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1100K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1100K_Phi1p4.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1200K_Phi0p6.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1200K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T1200K_Phi1p4.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T900K_Phi0p6.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T900K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Methane_grimech30_T900K_Phi1p4.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Propane_USC_T1100K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_Propane_Z66_T1100K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/ign_delay_nHeptane_Chalmers_T1100K_Phi1p0.fds,1,0,single_mesh,,,,0,
Verification/Chemistry/load_bal_methane_2step_fast_parallel.fds,6,7,uniform,1,uniform=7,0.001,0,
Verification/Chemistry/load_bal_methane_2step_fast_serial.fds,6,7,uniform,1,uniform=7,0.001,0,
Verification/Chemistry/load_bal_methane_smooke_parallel.fds,24,44,uniform,1,uniform=44,0.001,0,
Verification/Chemistry/load_bal_methane_smooke_serial.fds,24,44,uniform,1,uniform=44,0.001,0,
Verification/Chemistry/load_bal_propane_2step_arrhenius_parallel.fds,6,7,uniform,1,uniform=7,0.001,0,
Verification/Chemistry/load_bal_propane_2step_arrhenius_serial.fds,6,7,uniform,1,uniform=7,0.001,0,
Verification/Complex_Geometry/ccibm_sphere_heat_flux.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/ccibm_sphere_mass_flux.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/cone_1mesh.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/cube_cc_compute.fds,3,3,uniform,1,uniform=3,0.001,0,
Verification/Complex_Geometry/cylinder_Re200.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/devc_surface_integral.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_azim.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_bad_inconsistent_normals.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_bad_inverted_normals.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_bad_non_manifold_edge.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_bad_non_manifold_vert.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_bad_open_surface.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_channel.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_channel2.fds,2,0,no_shared_faces,,,0.001,0,
Verification/Complex_Geometry/geom_channel_tmp.fds,2,0,no_shared_faces,,,0.001,0,
Verification/Complex_Geometry/geom_channel_tmp2.fds,2,0,no_shared_faces,,,0.001,0,
Verification/Complex_Geometry/geom_elev.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_extruded_poly.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_hrrpuv_init.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_intersection.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_mass_file_test.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_obst.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_part_init.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_particle_cascade.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_particle_cascade_2.fds,4,0,no_shared_faces,,,0.001,0,
Verification/Complex_Geometry/geom_particle_flux.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N10a_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N10na_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N10nah_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N20a_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N20na_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N20nah_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N40a_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N40na_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N40nah_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N80a_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N80na_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_poiseuille_N80nah_theta0_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_scale.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_self_intersection.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_simple.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_simple2.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere1a.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere1b.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere1c.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere1d.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere1e.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere1f.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere3a.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere3b.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere3c.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere3d.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere3e.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_sphere3f.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_stretched_grid.fds,5,8,supported_2_4,4,uniform=4 supported_2_4=4,0.001,0,TRN stretching in Z on 1 of 5 mesh(es)
Verification/Complex_Geometry/geom_terrain.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_terrain2.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_texture.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_texture2.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_texture3a.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_texture3b.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_texture4a.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/geom_texture4b.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/obst_geom_sprk.fds,24,24,uniform,1,uniform=24,0.001,0,
Verification/Complex_Geometry/rotated_cube_0deg_128_obs.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_128_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_256_obs.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_256_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_320_obs.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_320_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_32_obs.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_32_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_384_obs.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_384_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_64_obs.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_0deg_64_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_27deg_128_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_27deg_256_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_27deg_320_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_27deg_32_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_27deg_384_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_27deg_64_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_45deg_128_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_45deg_256_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_45deg_320_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_45deg_32_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_45deg_384_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/rotated_cube_45deg_64_stm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/saad_CC_explicit_512_cfl_p0625.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/saad_CC_explicit_512_cfl_p125.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/saad_CC_explicit_512_cfl_p25.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_128_cc_exp_chm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_128_cc_exp_gdv.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_256_cc_exp_chm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_256_cc_exp_gdv.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_320_cc_exp_chm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_320_cc_exp_gdv.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_32_cc_exp_chm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_32_cc_exp_gdv.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_384_cc_exp_chm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_384_cc_exp_gdv.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_64_cc_exp_chm.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/shunn3_64_cc_exp_gdv.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/sphere_Re200.fds,2,1,uniform,1,uniform=1,0.001,0,
Verification/Complex_Geometry/sphere_cc_compute.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Complex_Geometry/sphere_helium_1mesh.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/sphere_helium_3meshes.fds,3,3,uniform,1,uniform=3,0.001,0,
Verification/Complex_Geometry/sphere_helium_conserve_3meshes.fds,3,3,uniform,1,uniform=3,0.001,0,
Verification/Complex_Geometry/sphere_leak.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/sphere_propane_demo.fds,6,7,uniform,1,uniform=7,0.001,0,
Verification/Complex_Geometry/sphere_radiate.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/sphere_shadow.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/sphere_stress.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/t34_scaling.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/thin_object_mass.fds,3,1,uniform,1,uniform=1,0.001,0,
Verification/Complex_Geometry/two_spheres.fds,1,0,single_mesh,,,,0,
Verification/Complex_Geometry/zero_thick_roof.fds,1,0,single_mesh,,,,0,
Verification/Controls/activate_vents.fds,1,0,single_mesh,,,,0,
Verification/Controls/bi_dir.fds,3,0,no_shared_faces,,,0.001,0,
Verification/Controls/control_test.fds,1,0,single_mesh,,,,0,
Verification/Controls/control_test_2.fds,1,0,single_mesh,,,,0,
Verification/Controls/create_remove.fds,2,1,uniform,1,uniform=1,0.001,0,
Verification/Controls/cycle_test.fds,2,1,uniform,1,uniform=1,0.001,0,
Verification/Controls/device_test.fds,2,1,uniform,1,uniform=1,0.001,0,
Verification/Controls/ext_heartbeat_std_curve.fds,1,0,single_mesh,,,,0,
Verification/Controls/hrr_freeze.fds,1,0,single_mesh,,,,0,
Verification/Controls/rms_cov_corr.fds,1,0,single_mesh,,,,0,
Verification/Controls/rms_example.fds,1,0,single_mesh,,,,0,
Verification/Controls/special_time_ramps.fds,1,0,single_mesh,,,,0,
Verification/Controls/spreading_fire.fds,4,4,uniform,1,uniform=4,0.001,0,
Verification/Detectors/aspiration_detector.fds,1,0,single_mesh,,,,0,
Verification/Detectors/beam_detector.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Detectors/objects_dynamic.fds,1,0,single_mesh,,,,0,
Verification/Detectors/objects_static.fds,1,0,single_mesh,,,,0,
Verification/Detectors/smoke_detector.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_adiabatic_two_fuels.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_adiabatic_walls.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_cold_walls.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_combustion.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_dns_100.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_particles.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_solid.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/energy_budget_tmix.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/test_hrr_2d_cyl.fds,1,0,single_mesh,,,,0,
Verification/Energy_Budget/test_hrr_3d.fds,1,0,single_mesh,,,,0,
Verification/Extinction/extinction_1.fds,100,0,no_shared_faces,,,0.001,0,
Verification/Extinction/extinction_2.fds,100,0,no_shared_faces,,,0.001,0,
Verification/Fires/HoC_Ideal.fds,1,0,single_mesh,,,,0,
Verification/Fires/HoC_NonIdeal.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away1.fds,4,4,uniform,1,uniform=4,0.001,0,
Verification/Fires/box_burn_away10.fds,4,4,uniform,1,uniform=4,0.001,0,
Verification/Fires/box_burn_away11.fds,4,4,uniform,1,uniform=4,0.001,0,
Verification/Fires/box_burn_away2.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away3.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away4.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away5.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away6.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away7.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away8.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away9.fds,4,4,uniform,1,uniform=4,0.001,0,
Verification/Fires/box_burn_away_2D.fds,1,0,single_mesh,,,,0,
Verification/Fires/box_burn_away_2D_residue.fds,1,0,single_mesh,,,,0,
Verification/Fires/circular_burner.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Fires/couch.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Fires/fire_const_gamma.fds,1,0,single_mesh,,,,0,
Verification/Fires/ftp.fds,1,0,single_mesh,,,,0,
Verification/Fires/simple_test.fds,1,0,single_mesh,,,,0,
Verification/Fires/spray_burner.fds,1,0,single_mesh,,,,0,
Verification/Fires/tmp_lower_limit_default.fds,1,0,single_mesh,,,,0,
Verification/Fires/tmp_lower_limit_simple.fds,1,0,single_mesh,,,,0,
Verification/Fires/tunnel_const_gamma.fds,1,0,single_mesh,,,,0,
Verification/Fires/tunnel_linear_cp.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/blasius_128.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/blasius_16.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/blasius_32.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/blasius_64.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/cyl_test_1.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/cyl_test_2.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/cyl_test_3.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/cyl_test_4.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/divergence_test_1.fds,1,0,single_mesh,,,,0,TRN stretching in Y/Z on 1 of 1 mesh(es)
Verification/Flowfields/divergence_test_2.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/divergence_test_3.fds,4,3,uniform,1,uniform=3,5e-05,0,
Verification/Flowfields/gas_filling.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/helium_1d_const_gamma.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/helium_1d_isothermal.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/helium_2d_isothermal.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/helium_air_jet_floor.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/hole.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/hot_layer_360.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/jet_fan.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/mass_heat_wall_device_test.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/mass_heat_wall_device_test_2.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/mwtest_cfl.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/no_hole.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/parabolic_profile.fds,4,4,uniform,1,uniform=4,0.001,0,
Verification/Flowfields/particle_offgas_1.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/particle_offgas_2.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/particle_offgas_3.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/particle_offgas_4.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/realizable_mass_fractions.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/simple_duct.fds,5,5,uniform,1,uniform=5,0.001,0,
Verification/Flowfields/species_conservation_1.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/species_conservation_2.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/species_conservation_3.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/species_conservation_4.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/symmetry_test.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/symmetry_test_2.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/symmetry_test_mpi.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Flowfields/tangential_velocity.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/uniform_shear_dudy.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/uniform_shear_dudz.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/uniform_shear_dvdz.fds,1,0,single_mesh,,,,0,
Verification/Flowfields/velocity_bc_test.fds,3,0,no_shared_faces,,,0.001,0,
Verification/Flowfields/volume_flow_1.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/Flowfields/volume_flow_2.fds,8,12,uniform,1,uniform=12,0.001,0,
Verification/GPU_Tests/test_gpu.fds,8,12,uniform,1,uniform=12,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_16mesh_NOFRPG.fds,16,28,uniform,1,uniform=28,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_16mesh_RS4.fds,16,28,uniform,1,uniform=28,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_32mesh_NOFRPG.fds,32,64,uniform,1,uniform=64,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_32mesh_RS8.fds,32,64,uniform,1,uniform=64,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_4mesh.fds,4,4,uniform,1,uniform=4,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_4mesh_RS4.fds,4,4,uniform,1,uniform=4,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_8mesh_NOFRPG.fds,8,12,uniform,1,uniform=12,0.000431,0,
Verification/GPU_Tests/HYPRE_GPU_SCALING/test_8mesh_RS2.fds,8,12,uniform,1,uniform=12,0.000431,0,
Verification/HVAC/HVAC_aircoil.fds,1,0,single_mesh,,,,0,
Verification/HVAC/HVAC_damper.fds,1,0,single_mesh,,,,0,
Verification/HVAC/HVAC_energy_pressure.fds,1,0,single_mesh,,,,0,
Verification/HVAC/HVAC_filter.fds,1,0,single_mesh,,,,0,
Verification/HVAC/HVAC_flow_loss.fds,1,0,single_mesh,,,,0,
