file,line,end_line,routine,phase,kind,operation,direction,range_source,loop_vars,fields_read,fields_written,accumulators,weights,notes
geom.f90,13397,13397,TAG_CC_BLOCKING_REFINEMENT,setup,count_normalisation,other,both_setup,,,,,,,IF((EWC%IIO_MAX-EWC%IIO_MIN+1)*(EWC%JJO_MAX-EWC%JJO_MIN+1)*(EWC%KKO_MAX-EWC%KKO_MIN+1)==1) THEN
geom.f90,13402,13402,TAG_CC_BLOCKING_REFINEMENT,setup,count_normalisation,other,both_setup,,,,,,,ELSEIF((EWC%IIO_MAX-EWC%IIO_MIN+1)*(EWC%JJO_MAX-EWC%JJO_MIN+1)*(EWC%KKO_MAX-EWC%KKO_MIN+1)>1) THEN
geom.f90,13434,13434,TAG_CC_BLOCKING_REFINEMENT,setup,count_normalisation,other,both_setup,,,,,,,ELSEIF((EWC%IIO_MAX-EWC%IIO_MIN+1)*(EWC%JJO_MAX-EWC%JJO_MIN+1)*(EWC%KKO_MAX-EWC%KKO_MIN+1)>1) THEN
init.f90,1092,1092,INITIALIZE_MESH_VARIABLES_2,setup,pick_min_corner_inline,pick_min,both_setup,,,OM%CELL_INDEX; M%EXTERNAL_WALL; M%EXTERNAL_WALL,,,,"IC = OM%CELL_INDEX(M%EXTERNAL_WALL(IW)%IIO_MIN,M%EXTERNAL_WALL(IW)%JJO_MIN,M%EXTERNAL_WALL(IW)%KKO_MIN)"
init.f90,1413,1415,DEFINE_EDGE,setup,pick_min_corner,pick_min,both_setup,,,,,,,IIO = M%EXTERNAL_WALL(IW)%IIO_MIN
init.f90,3320,3325,INIT_WALL_CELL,runtime+setup,range_store,other,both_runtime,,,,,,,"RANGE DEFINITION: EWC%IIO/JJO/KKO_MIN/MAX = min/max over 2 probe points at +-47.5% of this cell face (init.f90:3147-3180, SEARCH_OTHER_MESHES); finer neighbour -> several cells, coarser/equal -> one cell; alignment enforced (ERROR 431) at init.f90:3184-3226 | EWC%IIO_MIN = IIO_MIN"
init.f90,4924,4926,REASSIGN_WALL_CELLS,runtime+setup,pick_min_corner,pick_min,both_runtime,,,MM%CELL%SOLID; MM%CELL_INDEX,,,,IIO = EWC%IIO_MIN
init.f90,5164,5166,GET_BOUNDARY_TYPE,runtime+setup,pick_min_corner,pick_min,both_runtime,,,MESHES%CELL_INDEX,,,,IIO = EWC%IIO_MIN
main.f90,2111,2111,INITIALIZE_MESH_EXCHANGE_1,setup,count_normalisation,other,both_setup,,,,,,,EWC%NIC = number of neighbour cells = MPI receive count per wall cell (NIC_MIN..NIC_MAX) | EWC%NIC = (EWC%IIO_MAX-EWC%IIO_MIN+1)*(EWC%JJO_MAX-EWC%JJO_MIN+1)*(EWC%KKO_MAX-EWC%KKO_MIN+1)
main.f90,2118,2118,INITIALIZE_MESH_EXCHANGE_1,setup,range_extent,other,both_setup,,,,,,,"IMIN=MAX(IMIN,EWC%IIO_MIN-1)"
main.f90,2120,2120,INITIALIZE_MESH_EXCHANGE_1,setup,range_extent,other,both_setup,,,,,,,"IMAX=MIN(IMAX,EWC%IIO_MAX+1)"
main.f90,2122,2122,INITIALIZE_MESH_EXCHANGE_1,setup,range_extent,other,both_setup,,,,,,,"JMIN=MAX(JMIN,EWC%JJO_MIN-1)"
main.f90,2124,2124,INITIALIZE_MESH_EXCHANGE_1,setup,range_extent,other,both_setup,,,,,,,"JMAX=MIN(JMAX,EWC%JJO_MAX+1)"
main.f90,2126,2126,INITIALIZE_MESH_EXCHANGE_1,setup,range_extent,other,both_setup,,,,,,,"KMIN=MAX(KMIN,EWC%KKO_MIN-1)"
main.f90,2128,2128,INITIALIZE_MESH_EXCHANGE_1,setup,range_extent,other,both_setup,,,,,,,"KMAX=MIN(KMAX,EWC%KKO_MAX+1)"
main.f90,2132,2132,INITIALIZE_MESH_EXCHANGE_1,setup,range_span,other,both_setup,,,M2%Y; M2%Z,,,,"AREA_RATIO = own face area / area spanned by the neighbour range; ~1 when neighbour equal or finer, <1 when neighbour coarser | EWC%AREA_RATIO =  M%DY(BC%JJ)*M%DZ(BC%KK)/((M2%Y(EWC%JJO_MAX)-M2%Y(EWC%JJO_MIN-1))*(M2%Z(EWC%KKO_MAX)-M2%Z(EWC%KKO_MIN-1)))"
main.f90,2134,2134,INITIALIZE_MESH_EXCHANGE_1,setup,range_span,other,both_setup,,,M2%X; M2%Z,,,,EWC%AREA_RATIO =  M%DX(BC%II)*M%DZ(BC%KK)/((M2%X(EWC%IIO_MAX)-M2%X(EWC%IIO_MIN-1))*(M2%Z(EWC%KKO_MAX)-M2%Z(EWC%KKO_MIN-1)))
main.f90,2136,2136,INITIALIZE_MESH_EXCHANGE_1,setup,range_span,other,both_setup,,,M2%X; M2%Y,,,,EWC%AREA_RATIO =  M%DX(BC%II)*M%DY(BC%JJ)/((M2%X(EWC%IIO_MAX)-M2%X(EWC%IIO_MIN-1))*(M2%Y(EWC%JJO_MAX)-M2%Y(EWC%JJO_MIN-1)))
main.f90,2152,2163,INITIALIZE_MESH_EXCHANGE_1,setup,range_loop,area_or_count_sum,both_setup,EWC,"KKO,JJO,IIO",,,NIC_R,,
main.f90,2890,2892,ZONE_BOUNDARY_EXCHANGE,setup,pick_min_corner,pick_min,both_setup,,,OM%PRESSURE_ZONE; call:ASSIGN_PRESSURE_ZONE,,,,IIO = EWC%IIO_MIN
part.f90,4662,4668,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DY; M2%DZ,,DA_OTHER,DA_OTHER, | post: 4673: DA_OTHER = DA_OTHER + M2%DX(IIO)*M2%DZ(KKO)
part.f90,4670,4676,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DZ,,DA_OTHER,DA_OTHER, | post: 4681: DA_OTHER = DA_OTHER + M2%DX(IIO)*M2%DY(JJO)
part.f90,4678,4684,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,area_or_count_sum,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DY,,DA_OTHER,DA_OTHER,
part.f90,4692,4698,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVX_D; M2%DY; M2%DZ,,FVX_OTHER,DA_OTHER,
part.f90,4704,4710,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVX_D; M2%DY; M2%DZ,,FVX_OTHER,DA_OTHER,
part.f90,4716,4722,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVY_D; M2%DX; M2%DZ,,FVY_OTHER,DA_OTHER,
part.f90,4728,4734,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVY_D; M2%DX; M2%DZ,,FVY_OTHER,DA_OTHER,
part.f90,4740,4746,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVZ_D; M2%DX; M2%DY,,FVZ_OTHER,DA_OTHER,
part.f90,4752,4758,PARTICLE_MOMENTUM_TRANSFER,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVZ_D; M2%DX; M2%DY,,FVZ_OTHER,DA_OTHER,
pres.f90,124,124,PRESSURE_SOLVER_COMPUTE_RHS,runtime,pick_min_corner_inline,pick_min,both_runtime,,,MESHES,,,,DX_OTHER = MESHES(NOM)%DX(EWC%IIO_MIN)
pres.f90,127,127,PRESSURE_SOLVER_COMPUTE_RHS,runtime,pick_min_corner_inline,pick_min,both_runtime,,,MESHES,,,,DX_OTHER = MESHES(NOM)%DX(EWC%IIO_MIN)
pres.f90,130,130,PRESSURE_SOLVER_COMPUTE_RHS,runtime,pick_min_corner_inline,pick_min,both_runtime,,,MESHES,,,,DY_OTHER = MESHES(NOM)%DY(EWC%JJO_MIN)
pres.f90,133,133,PRESSURE_SOLVER_COMPUTE_RHS,runtime,pick_min_corner_inline,pick_min,both_runtime,,,MESHES,,,,DY_OTHER = MESHES(NOM)%DY(EWC%JJO_MIN)
pres.f90,136,136,PRESSURE_SOLVER_COMPUTE_RHS,runtime,pick_min_corner_inline,pick_min,both_runtime,,,MESHES,,,,DZ_OTHER = MESHES(NOM)%DZ(EWC%KKO_MIN)
pres.f90,139,139,PRESSURE_SOLVER_COMPUTE_RHS,runtime,pick_min_corner_inline,pick_min,both_runtime,,,MESHES,,,,DZ_OTHER = MESHES(NOM)%DZ(EWC%KKO_MIN)
pres.f90,914,916,COMPUTE_VELOCITY_ERROR,runtime,pick_min_corner,pick_min,both_runtime,,,,,,,IIO1 = EWC%IIO_MIN
pres.f90,924,931,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVX; M2%RDXN; OM%H; OM%U,,UN_NEW_OTHER,,"COMPUTE_VELOCITY_ERROR: other-mesh normal velocity averaged (/N_INT_CELLS at pres.f90:1038) |  | post: 937: UN_NEW_OTHER = UN_NEW_OTHER + OM%U(IIO-1,JJO,KKO) + DT*DUDT"
pres.f90,933,940,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVX; M2%RDXN; OM%H; OM%U,,UN_NEW_OTHER,," | post: 946: UN_NEW_OTHER = UN_NEW_OTHER + OM%V(IIO,JJO,KKO)   + DT*DVDT"
pres.f90,942,949,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVY; M2%RDYN; OM%H; OM%V,,UN_NEW_OTHER,," | post: 955: UN_NEW_OTHER = UN_NEW_OTHER + OM%V(IIO,JJO-1,KKO) + DT*DVDT"
pres.f90,951,958,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVY; M2%RDYN; OM%H; OM%V,,UN_NEW_OTHER,," | post: 964: UN_NEW_OTHER = UN_NEW_OTHER + OM%W(IIO,JJO,KKO)   + DT*DWDT"
pres.f90,960,967,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVZ; M2%RDZN; OM%H; OM%W,,UN_NEW_OTHER,," | post: 973: UN_NEW_OTHER = UN_NEW_OTHER + OM%W(IIO,JJO,KKO-1) + DT*DWDT"
pres.f90,969,976,COMPUTE_VELOCITY_ERROR,runtime,range_loop,sum,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVZ; M2%RDZN; OM%H; OM%W,,UN_NEW_OTHER,,
pres.f90,981,988,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVX; M2%RDXN; OM%HS; OM%U; OM%US,,UN_NEW_OTHER,," | post: 994: UN_NEW_OTHER = UN_NEW_OTHER + 0.5_EB*(OM%U(IIO-1,JJO,KKO)+OM%US(IIO-1,JJO,KKO) + DT*DUDT)"
pres.f90,990,997,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVX; M2%RDXN; OM%HS; OM%U; OM%US,,UN_NEW_OTHER,," | post: 1003: UN_NEW_OTHER = UN_NEW_OTHER + 0.5_EB*(OM%V(IIO,JJO,KKO)+OM%VS(IIO,JJO,KKO)     + DT*DVDT)"
pres.f90,999,1006,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVY; M2%RDYN; OM%HS; OM%V; OM%VS,,UN_NEW_OTHER,," | post: 1012: UN_NEW_OTHER = UN_NEW_OTHER + 0.5_EB*(OM%V(IIO,JJO-1,KKO)+OM%VS(IIO,JJO-1,KKO) + DT*DVDT)"
pres.f90,1008,1015,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVY; M2%RDYN; OM%HS; OM%V; OM%VS,,UN_NEW_OTHER,," | post: 1021: UN_NEW_OTHER = UN_NEW_OTHER + 0.5_EB*(OM%W(IIO,JJO,KKO)+OM%WS(IIO,JJO,KKO)     + DT*DWDT)"
pres.f90,1017,1024,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVZ; M2%RDZN; OM%HS; OM%W; OM%WS,,UN_NEW_OTHER,," | post: 1030: UN_NEW_OTHER = UN_NEW_OTHER + 0.5_EB*(OM%W(IIO,JJO,KKO-1)+OM%WS(IIO,JJO,KKO-1) + DT*DWDT)"
pres.f90,1026,1033,COMPUTE_VELOCITY_ERROR,runtime,range_loop,average,both_runtime,"EWC (via IIO1, line 914); EWC (via IIO2, line 917); EWC (via JJO1, line 915); EWC (via JJO2, line 918); EWC (via KKO1, line 916); EWC (via KKO2, line 919)","KKO,JJO,IIO",OM%FVZ; M2%RDZN; OM%HS; OM%W; OM%WS,,UN_NEW_OTHER,," | post: 1038: UN_NEW_OTHER = UN_NEW_OTHER/REAL(N_INT_CELLS,EB)"
pres.f90,1037,1037,COMPUTE_VELOCITY_ERROR,runtime,count_normalisation,other,both_runtime,,,,,,,N_INT_CELLS  = (EWC%IIO_MAX-EWC%IIO_MIN+1) * (EWC%JJO_MAX-EWC%JJO_MIN+1) * (EWC%KKO_MAX-EWC%KKO_MIN+1)
pres.f90,3738,3750,GLMAT_SOLVER_SETUP,runtime+setup,range_loop,other,both_runtime (guard AREA_RATIO>0.9: this mesh not finer),EWC,"KKO,JJO,IIO",call:COMPUTE_GUARD_CELL_INDEXES,,,,guard 3733: IF(WC%BOUNDARY_TYPE==INTERPOLATED_BOUNDARY .AND. EWC%NOM > 0 .AND. EWC%AREA_RATIO>0.9_EB) THEN
pres.f90,3790,3799,GLMAT_SOLVER_SETUP,runtime+setup,range_loop,other,both_runtime (guard AREA_RATIO>0.9: this mesh not finer),EWC,"KKO,JJO,IIO",call:COMPUTE_GUARD_CELL_INDEXES,,,,guard 3788: IF(ALLOCATED(OMESH(EWC%NOM)%EWC_TYPE) .AND. EWC%AREA_RATIO>0.9_EB) THEN
pres.f90,3818,3827,GLMAT_SOLVER_SETUP,runtime+setup,range_loop,other,both_runtime,EWC,"KKO,JJO,IIO",call:COMPUTE_GUARD_CELL_INDEXES,,,,
pres.f90,4109,4124,COPY_H_OMESH_TO_MESH,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%MUNKH; call:REG_INTERP_WALL_DISTANCES; call:COMPUTE_GUARD_CELL_INDEXES; OM%H,,"H_EXTERNAL_MEAN,NCELLS_EXT,SUM_D_EXT",,COPY_H_OMESH_TO_MESH: H guard = mean over range (/NCELLS_EXT) |  | post: 4125: H_EXTERNAL_MEAN = H_EXTERNAL_MEAN / NCELLS_EXT || 4126: DX_EXT = SUM_D_EXT / NCELLS_EXT
pres.f90,4175,4190,COPY_H_OMESH_TO_MESH,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%MUNKH; call:REG_INTERP_WALL_DISTANCES; call:COMPUTE_GUARD_CELL_INDEXES; OM%HS,,"H_EXTERNAL_MEAN,NCELLS_EXT,SUM_D_EXT",, | post: 4191: H_EXTERNAL_MEAN = H_EXTERNAL_MEAN / NCELLS_EXT || 4192: DX_EXT = SUM_D_EXT / NCELLS_EXT
pres.f90,4309,4327,WRITE_EWC_TYPE_DIAGNOSTIC,runtime+setup,range_loop,other,both_runtime,EWC,"KKO,JJO,IIO",call:COMPUTE_GUARD_CELL_INDEXES,,,,
pres.f90,5167,5252,GET_H_MATRIX,runtime+setup,range_loop,pick_min_or_max,both_runtime,EWC,"KKO,JJO,IIO",OM%MUNKH; call:COMPUTE_GUARD_CELL_INDEXES; M2%DY; M2%R; M2%DZ; M2%DX; M2%RC; call:REG_INTERP_WALL_DISTANCES,,,AF,
pres.f90,5424,5455,GET_MATRIXGRAPH_H_WHLDOM,runtime+setup,range_loop,other,both_runtime,EWC,"KKO,JJO,IIO",OMESH%MUNKH; call:COMPUTE_GUARD_CELL_INDEXES,,,,
turb.f90,2284,2286,SANDIA_DAT,setup,pick_min_corner,pick_min,both_setup,,,M2%U; M2%V; M2%W,,,,IIO = EWC%IIO_MIN
vege.f90,678,699,FILL_BOUNDARY_VALUES,runtime+setup,range_loop,average,both_runtime,EWC,"JJO,IIO",OMESH%PHI_LS; OMESH%PHI1_LS; OMESH%U_LS; OMESH%V_LS; OMESH%Z_LS,,"PHI_LS_OTHER,PHI_LS_OTHER_2,U_LS_OTHER,V_LS_OTHER,Z_LS_OTHER",,"level-set PHI/U/V/Z ghost = arithmetic mean over range (2-D) |  | post: 704: PHI_LS_P(II,JJ) = PHI_LS_OTHER/REAL(N_INT_CELLS,EB) || 705: IF (IOR==-2) PHI_LS_P(II,JJ-1) = PHI_LS_OTHER_2/REAL(N_INT_CELLS,EB)"
vege.f90,700,700,FILL_BOUNDARY_VALUES,runtime+setup,count_normalisation,other,both_runtime,,,,,,,N_INT_CELLS = (EWC%IIO_MAX-EWC%IIO_MIN+1) * (EWC%JJO_MAX-EWC%JJO_MIN+1)
velo.f90,526,538,VISCOSITY_BC,runtime+setup,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OMESH%MU; OMESH%KRES; OMESH%DS; OMESH%D,,"DP_OTHER,KRES_OTHER,MU_OTHER",,"VISCOSITY_BC: MU/KRES/D ghost = arithmetic mean over range (/N_INT_CELLS) |  | post: 540: MU_OTHER = MU_OTHER/REAL(N_INT_CELLS,EB) || 541: KRES_OTHER = KRES_OTHER/REAL(N_INT_CELLS,EB)"
velo.f90,539,539,VISCOSITY_BC,runtime+setup,count_normalisation,other,both_runtime,,,,,,,N_INT_CELLS = (EWC%IIO_MAX-EWC%IIO_MIN+1) * (EWC%JJO_MAX-EWC%JJO_MIN+1) * (EWC%KKO_MAX-EWC%KKO_MIN+1)
velo.f90,1391,1397,NO_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM_HP[=>OMESH(NOM)%H|OMESH(NOM)%HS],,H_OTHER,,"NO_FLUX: HP ghost = arithmetic mean of OMESH H over range (/N_INT_CELLS) |  | post: 1399: HP(II,JJ,KK)  = H_OTHER/REAL(N_INT_CELLS,EB)"
velo.f90,1398,1398,NO_FLUX,runtime,count_normalisation,other,both_runtime,,,,,,,N_INT_CELLS = (EWC%IIO_MAX-EWC%IIO_MIN+1) * (EWC%JJO_MAX-EWC%JJO_MIN+1) * (EWC%KKO_MAX-EWC%KKO_MIN+1)
velo.f90,1873,1886,VELOCITY_BC,runtime+setup,range_loop,average,both_runtime,EWC,"KKOO,JJOO,IIOO",OM_UU[=>OMESH(EWC%NOM)%U|OMESH(EWC%NOM)%US]; OM_VV[=>OMESH(EWC%NOM)%V|OMESH(EWC%NOM)%VS]; OM_WW[=>OMESH(EWC%NOM)%W|OMESH(EWC%NOM)%WS],,UN_OTHER,,"VELOCITY_BC: normal velocity of other mesh = arithmetic mean over range |  | post: 1888: UN_OTHER = UN_OTHER/REAL(N_INT_CELLS,EB)"
velo.f90,1887,1887,VELOCITY_BC,runtime+setup,count_normalisation,other,both_runtime,,,,,,,N_INT_CELLS = (EWC%IIO_MAX-EWC%IIO_MIN+1) * (EWC%JJO_MAX-EWC%JJO_MIN+1) * (EWC%KKO_MAX-EWC%KKO_MIN+1)
velo.f90,2688,2694,MATCH_VELOCITY,runtime+setup,range_loop,area_or_count_sum,both_runtime,EWC,"KKO,JJO,IIO",M2%DY; M2%DZ,,DA_OTHER,DA_OTHER,
velo.f90,2698,2704,MATCH_VELOCITY,runtime+setup,range_loop,area_or_count_sum,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DZ,,DA_OTHER,DA_OTHER,
velo.f90,2708,2714,MATCH_VELOCITY,runtime+setup,range_loop,area_or_count_sum,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DY,,DA_OTHER,DA_OTHER,
velo.f90,2724,2731,MATCH_VELOCITY,runtime+setup,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DY; M2%DZ,OM_UU,UU_OTHER,"AREA_RATIO,DA_OTHER","MATCH_VELOCITY: UU_OTHER = area-weighted mean over neighbour faces; UVW_SAVE=own U; U(0)=0.5*(own+other); OM_UU also relaxed only if AREA_RATIO>0.9 (this mesh not finer) |  | post: 2733: UU(0,JJ,KK)  = 0.5_EB*(UU(0,JJ,KK) + UU_OTHER)"
velo.f90,2738,2745,MATCH_VELOCITY,runtime+setup,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DY; M2%DZ,OM_UU,UU_OTHER,"AREA_RATIO,DA_OTHER"," | post: 2747: UU(IBAR,JJ,KK) = 0.5_EB*(UU(IBAR,JJ,KK) + UU_OTHER)"
velo.f90,2752,2759,MATCH_VELOCITY,runtime+setup,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DZ,OM_VV,VV_OTHER,"AREA_RATIO,DA_OTHER"," | post: 2761: VV(II,0,KK)  = 0.5_EB*(VV(II,0,KK) + VV_OTHER)"
velo.f90,2766,2773,MATCH_VELOCITY,runtime+setup,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DZ,OM_VV,VV_OTHER,"AREA_RATIO,DA_OTHER"," | post: 2775: VV(II,JBAR,KK) = 0.5_EB*(VV(II,JBAR,KK) + VV_OTHER)"
velo.f90,2780,2787,MATCH_VELOCITY,runtime+setup,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DY,OM_WW,WW_OTHER,"AREA_RATIO,DA_OTHER"," | post: 2789: WW(II,JJ,0)  = 0.5_EB*(WW(II,JJ,0) + WW_OTHER)"
velo.f90,2794,2801,MATCH_VELOCITY,runtime+setup,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DY,OM_WW,WW_OTHER,"AREA_RATIO,DA_OTHER"," | post: 2803: WW(II,JJ,KBAR) = 0.5_EB*(WW(II,JJ,KBAR) + WW_OTHER)"
velo.f90,2821,2835,MATCH_VELOCITY,runtime+setup,range_loop,other,both_runtime,EWC,"KKO,JJO,IIO",M2%FCVAR; OM_UU; OM_VV; OM_WW,,,,
velo.f90,2837,2845,MATCH_VELOCITY,runtime+setup,range_loop,other,both_runtime,EWC,"KKO,JJO,IIO",OM_UU; OM_VV; OM_WW,,,,
velo.f90,2848,2848,MATCH_VELOCITY,runtime+setup,count_normalisation,other,both_runtime,,,,,,,"NOM_CELLS = REAL((EWC%IIO_MAX-EWC%IIO_MIN+1)*(EWC%JJO_MAX-EWC%JJO_MIN+1)*(EWC%KKO_MAX-EWC%KKO_MIN+1),EB)"
velo.f90,2912,2918,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DY; M2%DZ,,DA_OTHER,DA_OTHER, | post: 2923: DA_OTHER = DA_OTHER + M2%DX(IIO)*M2%DZ(KKO)
velo.f90,2920,2926,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DZ,,DA_OTHER,DA_OTHER, | post: 2931: DA_OTHER = DA_OTHER + M2%DX(IIO)*M2%DY(JJO)
velo.f90,2928,2934,MATCH_VELOCITY_FLUX,runtime,range_loop,area_or_count_sum,both_runtime,EWC,"KKO,JJO,IIO",M2%DX; M2%DY,,DA_OTHER,DA_OTHER,
velo.f90,2944,2950,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVX; M2%DY; M2%DZ,,FVX_OTHER,DA_OTHER," | post: 2951: FVX(0,JJ,KK) = 0.5_EB*(FVX(0,JJ,KK) + FVX_OTHER)"
velo.f90,2956,2962,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVX; M2%DY; M2%DZ,,FVX_OTHER,DA_OTHER," | post: 2963: FVX(IBAR,JJ,KK) = 0.5_EB*(FVX(IBAR,JJ,KK) + FVX_OTHER)"
velo.f90,2968,2974,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVY; M2%DX; M2%DZ,,FVY_OTHER,DA_OTHER," | post: 2975: FVY(II,0,KK) = 0.5_EB*(FVY(II,0,KK) + FVY_OTHER)"
velo.f90,2980,2986,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVY; M2%DX; M2%DZ,,FVY_OTHER,DA_OTHER," | post: 2987: FVY(II,JBAR,KK) = 0.5_EB*(FVY(II,JBAR,KK) + FVY_OTHER)"
velo.f90,2992,2998,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVZ; M2%DX; M2%DY,,FVZ_OTHER,DA_OTHER," | post: 2999: FVZ(II,JJ,0) = 0.5_EB*(FVZ(II,JJ,0) + FVZ_OTHER)"
velo.f90,3004,3010,MATCH_VELOCITY_FLUX,runtime,range_loop,average,both_runtime,EWC,"KKO,JJO,IIO",OM%FVZ; M2%DX; M2%DY,,FVZ_OTHER,DA_OTHER," | post: 3011: FVZ(II,JJ,KBAR) = 0.5_EB*(FVZ(II,JJ,KBAR) + FVZ_OTHER)"
