file,line,routine,op,designator,parent_type,field,bounds
ccib.f90,165,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,SEND_CNT(0:N_MPI_PROCESSES-1),(variable:local),SEND_CNT,0:N_MPI_PROCESSES-1
ccib.f90,197,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,RECV_CNT(0:N_MPI_PROCESSES-1),(variable:local),RECV_CNT,0:N_MPI_PROCESSES-1
ccib.f90,200,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,SDISPL(0:N_MPI_PROCESSES-1),(variable:local),SDISPL,0:N_MPI_PROCESSES-1
ccib.f90,200,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,RDISPL(0:N_MPI_PROCESSES-1),(variable:local),RDISPL,0:N_MPI_PROCESSES-1
ccib.f90,201,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,CNT3_S(0:N_MPI_PROCESSES-1),(variable:local),CNT3_S,0:N_MPI_PROCESSES-1
ccib.f90,201,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,CNT3_R(0:N_MPI_PROCESSES-1),(variable:local),CNT3_R,0:N_MPI_PROCESSES-1
ccib.f90,202,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,DSP3_S(0:N_MPI_PROCESSES-1),(variable:local),DSP3_S,0:N_MPI_PROCESSES-1
ccib.f90,202,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,DSP3_R(0:N_MPI_PROCESSES-1),(variable:local),DSP3_R,0:N_MPI_PROCESSES-1
ccib.f90,211,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"SEND_NOM(MAX(TOTAL_SEND,1))",(variable:local),SEND_NOM,"MAX(TOTAL_SEND,1)"
ccib.f90,211,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"SEND_POS(MAX(3*TOTAL_SEND,1))",(variable:local),SEND_POS,"MAX(3*TOTAL_SEND,1)"
ccib.f90,211,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"SEND_NBACK(MAX(3*TOTAL_SEND,1))",(variable:local),SEND_NBACK,"MAX(3*TOTAL_SEND,1)"
ccib.f90,212,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"MAP_NM(MAX(TOTAL_SEND,1))",(variable:local),MAP_NM,"MAX(TOTAL_SEND,1)"
ccib.f90,213,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"MAP_FRONT(MAX(TOTAL_SEND,1))",(variable:local),MAP_FRONT,"MAX(TOTAL_SEND,1)"
ccib.f90,213,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"REPLY_BACK(MAX(TOTAL_SEND,1))",(variable:local),REPLY_BACK,"MAX(TOTAL_SEND,1)"
ccib.f90,213,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"REPLY_BSURF(MAX(TOTAL_SEND,1))",(variable:local),REPLY_BSURF,"MAX(TOTAL_SEND,1)"
ccib.f90,214,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"REPLY_BDIM(MAX(TOTAL_SEND,1))",(variable:local),REPLY_BDIM,"MAX(TOTAL_SEND,1)"
ccib.f90,215,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"RECV_NOM(MAX(TOTAL_RECV,1))",(variable:local),RECV_NOM,"MAX(TOTAL_RECV,1)"
ccib.f90,215,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"RECV_POS(MAX(3*TOTAL_RECV,1))",(variable:local),RECV_POS,"MAX(3*TOTAL_RECV,1)"
ccib.f90,215,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"RECV_NBACK(MAX(3*TOTAL_RECV,1))",(variable:local),RECV_NBACK,"MAX(3*TOTAL_RECV,1)"
ccib.f90,216,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"REPLY_IDX(MAX(TOTAL_RECV,1))",(variable:local),REPLY_IDX,"MAX(TOTAL_RECV,1)"
ccib.f90,217,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"REPLY_SURF(MAX(TOTAL_RECV,1))",(variable:local),REPLY_SURF,"MAX(TOTAL_RECV,1)"
ccib.f90,217,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"REPLY_DIM(MAX(TOTAL_RECV,1))",(variable:local),REPLY_DIM,"MAX(TOTAL_RECV,1)"
ccib.f90,218,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,COUNTER(0:N_MPI_PROCESSES-1),(variable:local),COUNTER,0:N_MPI_PROCESSES-1
ccib.f90,283,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,MESHES(NOM)%CFACE(0:MESHES(NOM)%N_CFACE_CELLS_DIM),MESH_TYPE,CFACE,0:MESHES(NOM)%N_CFACE_CELLS_DIM
ccib.f90,297,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,CF_BACK_SEND_CNT3(0:N_MPI_PROCESSES-1),(variable:host:CC_SCALARS),CF_BACK_SEND_CNT3,0:N_MPI_PROCESSES-1
ccib.f90,297,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,CF_BACK_SDISPL3(0:N_MPI_PROCESSES-1),(variable:host:CC_SCALARS),CF_BACK_SDISPL3,0:N_MPI_PROCESSES-1
ccib.f90,298,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,CF_BACK_RECV_CNT3(0:N_MPI_PROCESSES-1),(variable:host:CC_SCALARS),CF_BACK_RECV_CNT3,0:N_MPI_PROCESSES-1
ccib.f90,298,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,CF_BACK_RDISPL3(0:N_MPI_PROCESSES-1),(variable:host:CC_SCALARS),CF_BACK_RDISPL3,0:N_MPI_PROCESSES-1
ccib.f90,301,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"CF_BACK_SEND_NOM(MAX(TOTAL_SEND,1))",(variable:host:CC_SCALARS),CF_BACK_SEND_NOM,"MAX(TOTAL_SEND,1)"
ccib.f90,301,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"CF_BACK_MAP_IDX(MAX(TOTAL_SEND,1))",(variable:host:CC_SCALARS),CF_BACK_MAP_IDX,"MAX(TOTAL_SEND,1)"
ccib.f90,302,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"CF_BACK_RECV_NOM(MAX(TOTAL_RECV,1))",(variable:host:CC_SCALARS),CF_BACK_RECV_NOM,"MAX(TOTAL_RECV,1)"
ccib.f90,302,CC_SCALARS::INITIALIZE_BACK_CFACE_EXCHANGE,ALLOCATE,"CF_BACK_RECV_IDX(MAX(TOTAL_RECV,1))",(variable:host:CC_SCALARS),CF_BACK_RECV_IDX,"MAX(TOTAL_RECV,1)"
ccib.f90,334,CC_SCALARS::EXCHANGE_BACK_CFACE_DATA,ALLOCATE,"SBUF(MAX(3*N_CF_BACK_RECV,1))",(variable:local),SBUF,"MAX(3*N_CF_BACK_RECV,1)"
ccib.f90,335,CC_SCALARS::EXCHANGE_BACK_CFACE_DATA,ALLOCATE,"RBUF(MAX(3*N_CF_BACK_SEND,1))",(variable:local),RBUF,"MAX(3*N_CF_BACK_SEND,1)"
ccib.f90,848,CC_SCALARS::CHECK_CFLVN_LINKED_CELLS,ALLOCATE,UVWA(UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)),(variable:local),UVWA,UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)
ccib.f90,849,CC_SCALARS::CHECK_CFLVN_LINKED_CELLS,ALLOCATE,MUV(UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)),(variable:local),MUV,UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)
ccib.f90,850,CC_SCALARS::CHECK_CFLVN_LINKED_CELLS,ALLOCATE,MURA(UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)),(variable:local),MURA,UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)
ccib.f90,851,CC_SCALARS::CHECK_CFLVN_LINKED_CELLS,ALLOCATE,"IJKT(IAXIS:KAXIS,UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM))",(variable:local),IJKT,"IAXIS:KAXIS,UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)"
ccib.f90,852,CC_SCALARS::CHECK_CFLVN_LINKED_CELLS,ALLOCATE,VOL(UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)),(variable:local),VOL,UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)
ccib.f90,853,CC_SCALARS::CHECK_CFLVN_LINKED_CELLS,ALLOCATE,DIVG(UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)),(variable:local),DIVG,UNKZ_ILC(NM)+1:UNKZ_ILC(NM)+NUNKZ_LOC(NM)
ccib.f90,1868,CC_SCALARS::COMPUTE_LINKED_CUTFACE_BAROCLINIC,ALLOCATE,F_LINK(MESHES(NM)%NUNK_F),(variable:host:CC_SCALARS),F_LINK,MESHES(NM)%NUNK_F
ccib.f90,1868,CC_SCALARS::COMPUTE_LINKED_CUTFACE_BAROCLINIC,ALLOCATE,A_LINK(MESHES(NM)%NUNK_F),(variable:host:CC_SCALARS),A_LINK,MESHES(NM)%NUNK_F
ccib.f90,2712,CC_SCALARS::CC_PROJECT_VELOCITY,ALLOCATE,"U_STORE(0:IBP1,0:JBP1,0:KBP1)",(variable:local),U_STORE,"0:IBP1,0:JBP1,0:KBP1"
ccib.f90,2713,CC_SCALARS::CC_PROJECT_VELOCITY,ALLOCATE,"V_STORE(0:IBP1,0:JBP1,0:KBP1)",(variable:local),V_STORE,"0:IBP1,0:JBP1,0:KBP1"
ccib.f90,2714,CC_SCALARS::CC_PROJECT_VELOCITY,ALLOCATE,"W_STORE(0:IBP1,0:JBP1,0:KBP1)",(variable:local),W_STORE,"0:IBP1,0:JBP1,0:KBP1"
ccib.f90,3028,CC_SCALARS::GET_LINKED_VELOCITIES,ALLOCATE,AREA_LNK(0:MESHES(NM)%NUNK_F),(variable:local),AREA_LNK,0:MESHES(NM)%NUNK_F
ccib.f90,3835,CC_SCALARS::CC_EXCHANGE_UNPACKING_ARRAYS,ALLOCATE,"M2%IFEP_R_3(LOW_IND:HIGH_IND,M2%NFEP_R(3))",OMESH_TYPE,IFEP_R_3,"LOW_IND:HIGH_IND,M2%NFEP_R(3)"
ccib.f90,3873,CC_SCALARS::CC_EXCHANGE_UNPACKING_ARRAYS,ALLOCATE,"M2%IFEP_R_4(LOW_IND:HIGH_IND,M2%NFEP_R(4))",OMESH_TYPE,IFEP_R_4,"LOW_IND:HIGH_IND,M2%NFEP_R(4)"
ccib.f90,3916,CC_SCALARS::CC_EXCHANGE_UNPACKING_ARRAYS,ALLOCATE,"M2%IFEP_R_5(LOW_IND:HIGH_IND,M2%NFEP_R(5))",OMESH_TYPE,IFEP_R_5,"LOW_IND:HIGH_IND,M2%NFEP_R(5)"
ccib.f90,3995,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,REQ11(N_REQ11*4),(variable:use:COMPLEX_GEOMETRY),REQ11,N_REQ11*4
ccib.f90,4007,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,REQ112(N_REQ112*4),(variable:use:COMPLEX_GEOMETRY),REQ112,N_REQ112*4
ccib.f90,4018,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,REQ12(N_REQ12*4),(variable:use:COMPLEX_GEOMETRY),REQ12,N_REQ12*4
ccib.f90,4029,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,REQ13(N_REQ13*4),(variable:use:COMPLEX_GEOMETRY),REQ13,N_REQ13*4
ccib.f90,4044,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_RECV_PKG11(M3%NICC_R(2)*(4+N_TOTAL_SCALARS)),OMESH_TYPE,REAL_RECV_PKG11,M3%NICC_R(2)*(4+N_TOTAL_SCALARS)
ccib.f90,4059,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_RECV_PKG112(M3%NICF_R(2)*4+M3%NLKF_R*3),OMESH_TYPE,REAL_RECV_PKG112,M3%NICF_R(2)*4+M3%NLKF_R*3
ccib.f90,4073,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_RECV_PKG12(M3%NFCC_R(1)*2),OMESH_TYPE,REAL_RECV_PKG12,M3%NFCC_R(1)*2
ccib.f90,4087,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_RECV_PKG13(M3%NFCC_R(2)*(NQT2C+N_TRACKED_SPECIES)),OMESH_TYPE,REAL_RECV_PKG13,M3%NFCC_R(2)*(NQT2C+N_TRACKED_SPECIES)
ccib.f90,4109,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_SEND_PKG11(M3%NICC_S(2)*(4+N_TOTAL_SCALARS)),OMESH_TYPE,REAL_SEND_PKG11,M3%NICC_S(2)*(4+N_TOTAL_SCALARS)
ccib.f90,4123,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_SEND_PKG112(M3%NICF_S(2)*4+M3%NLKF_S*3),OMESH_TYPE,REAL_SEND_PKG112,M3%NICF_S(2)*4+M3%NLKF_S*3
ccib.f90,4137,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_SEND_PKG12(M3%NFCC_S(1)*2),OMESH_TYPE,REAL_SEND_PKG12,M3%NFCC_S(1)*2
ccib.f90,4151,CC_SCALARS::MESH_CC_EXCHANGE,ALLOCATE,M3%REAL_SEND_PKG13(M3%NFCC_S(2)*(NQT2C+N_TRACKED_SPECIES)),OMESH_TYPE,REAL_SEND_PKG13,M3%NFCC_S(2)*(NQT2C+N_TRACKED_SPECIES)
ccib.f90,7438,CC_SCALARS::CC_SET_DATA::SET_CFACES_P1_RDN,ALLOCATE,DXN_UNKZ_LOC(1:NUNKZ_LOCAL),(variable:local),DXN_UNKZ_LOC,1:NUNKZ_LOCAL
ccib.f90,7439,CC_SCALARS::CC_SET_DATA::SET_CFACES_P1_RDN,ALLOCATE,AREA_UNKZ_LOC(1:NUNKZ_LOCAL),(variable:local),AREA_UNKZ_LOC,1:NUNKZ_LOCAL
ccib.f90,7440,CC_SCALARS::CC_SET_DATA::SET_CFACES_P1_RDN,ALLOCATE,VOL_UNKZ_LOC(1:NUNKZ_LOCAL),(variable:local),VOL_UNKZ_LOC,1:NUNKZ_LOCAL
ccib.f90,7486,CC_SCALARS::CC_SET_DATA::SET_CFACES_P1_RDN,ALLOCATE,"XYZMIN_UNKZ(IAXIS:KAXIS,1:NUNKZ_LOCAL)",(variable:local),XYZMIN_UNKZ,"IAXIS:KAXIS,1:NUNKZ_LOCAL"
ccib.f90,7487,CC_SCALARS::CC_SET_DATA::SET_CFACES_P1_RDN,ALLOCATE,"XYZMAX_UNKZ(IAXIS:KAXIS,1:NUNKZ_LOCAL)",(variable:local),XYZMAX_UNKZ,"IAXIS:KAXIS,1:NUNKZ_LOCAL"
ccib.f90,7492,CC_SCALARS::CC_SET_DATA::SET_CFACES_P1_RDN,ALLOCATE,"DELTA_UNKZ(IAXIS:KAXIS,1:NUNKZ_LOCAL)",(variable:host:CC_SCALARS),DELTA_UNKZ,"IAXIS:KAXIS,1:NUNKZ_LOCAL"
ccib.f90,7697,CC_SCALARS::INIT_CUTCELL_DATA,ALLOCATE,ZZ_CC(1:N_TOTAL_SCALARS),(variable:local),ZZ_CC,1:N_TOTAL_SCALARS
ccib.f90,7698,CC_SCALARS::INIT_CUTCELL_DATA,ALLOCATE,ZCEN_CV(1:NUNKZ_LOCAL),(variable:local),ZCEN_CV,1:NUNKZ_LOCAL
ccib.f90,7698,CC_SCALARS::INIT_CUTCELL_DATA,ALLOCATE,XCEN_CV(1:NUNKZ_LOCAL),(variable:local),XCEN_CV,1:NUNKZ_LOCAL
ccib.f90,7698,CC_SCALARS::INIT_CUTCELL_DATA,ALLOCATE,YCEN_CV(1:NUNKZ_LOCAL),(variable:local),YCEN_CV,1:NUNKZ_LOCAL
ccib.f90,7699,CC_SCALARS::INIT_CUTCELL_DATA,ALLOCATE,TMP_0_CV(1:NUNKZ_LOCAL),(variable:local),TMP_0_CV,1:NUNKZ_LOCAL
ccib.f90,7699,CC_SCALARS::INIT_CUTCELL_DATA,ALLOCATE,TMP_CV(1:NUNKZ_LOCAL),(variable:local),TMP_CV,1:NUNKZ_LOCAL
ccib.f90,7699,CC_SCALARS::INIT_CUTCELL_DATA,ALLOCATE,RHO_CV(1:NUNKZ_LOCAL),(variable:local),RHO_CV,1:NUNKZ_LOCAL
ccib.f90,8270,CC_SCALARS::FINISH_CC,ALLOCATE,T_CC_USED_MIN(TLB:TUB),(variable:local),T_CC_USED_MIN,TLB:TUB
ccib.f90,8270,CC_SCALARS::FINISH_CC,ALLOCATE,T_CC_USED_MAX(TLB:TUB),(variable:local),T_CC_USED_MAX,TLB:TUB
ccib.f90,8270,CC_SCALARS::FINISH_CC,ALLOCATE,T_CC_USED_MEA(TLB:TUB),(variable:local),T_CC_USED_MEA,TLB:TUB
ccib.f90,8431,CC_SCALARS::CC_DIVERGENCE_PART_1,ALLOCATE,ZZ_GET(N_TRACKED_SPECIES),(variable:local),ZZ_GET,N_TRACKED_SPECIES
ccib.f90,8713,CC_SCALARS::CC_DIVERGENCE_PART_1,ALLOCATE,DIVRG_VEC(1:NUNKZ_LOCAL),(variable:local),DIVRG_VEC,1:NUNKZ_LOCAL
ccib.f90,8713,CC_SCALARS::CC_DIVERGENCE_PART_1,ALLOCATE,VOLDVRG(1:NUNKZ_LOCAL),(variable:local),VOLDVRG,1:NUNKZ_LOCAL
ccib.f90,8713,CC_SCALARS::CC_DIVERGENCE_PART_1,ALLOCATE,RTRM_VEC(1:NUNKZ_LOCAL),(variable:local),RTRM_VEC,1:NUNKZ_LOCAL
ccib.f90,11228,CC_SCALARS::CC_DIFFUSIVE_MASS_FLUXES,ALLOCATE,ZZ_GET(N_TRACKED_SPECIES),(variable:local),ZZ_GET,N_TRACKED_SPECIES
ccib.f90,11228,CC_SCALARS::CC_DIFFUSIVE_MASS_FLUXES,ALLOCATE,RHO_D_DZDN_GET(N_TRACKED_SPECIES),(variable:local),RHO_D_DZDN_GET,N_TRACKED_SPECIES
ccib.f90,11231,CC_SCALARS::CC_DIFFUSIVE_MASS_FLUXES,ALLOCATE,N_ZZ_MAX_V(N_EXTERNAL_CFACE_CELLS+N_INTWALL_CFACE_CELLS+N_INTERNAL_CFACE_CELLS),(variable:local),N_ZZ_MAX_V,N_EXTERNAL_CFACE_CELLS+N_INTWALL_CFACE_CELLS+N_INTERNAL_CFACE_CELLS
ccib.f90,11786,CC_SCALARS::CC_DENSITY,ALLOCATE,"MESHES(NM)%RHO_ZZN(0:IBP1,0:JBP1,0:KBP1,N_TOTAL_SCALARS)",MESH_TYPE,RHO_ZZN,"0:IBP1,0:JBP1,0:KBP1,N_TOTAL_SCALARS"
ccib.f90,13943,CC_SCALARS::CC_VELOCITY_BC,ALLOCATE,"UVW_EP(IAXIS:KAXIS,0:INT_N_EXT_PTS,0:0)",(variable:local),UVW_EP,"IAXIS:KAXIS,0:INT_N_EXT_PTS,0:0"
ccib.f90,13944,CC_SCALARS::CC_VELOCITY_BC,ALLOCATE,"DUVW_EP(IAXIS:KAXIS,IAXIS:KAXIS,0:INT_N_EXT_PTS,0:0)",(variable:local),DUVW_EP,"IAXIS:KAXIS,IAXIS:KAXIS,0:INT_N_EXT_PTS,0:0"
ccib.f90,15237,CC_SCALARS::GET_LINKED_FV,ALLOCATE,FLINK(0:MESHES(NM)%NUNK_F),(variable:local),FLINK,0:MESHES(NM)%NUNK_F
ccib.f90,15237,CC_SCALARS::GET_LINKED_FV,ALLOCATE,ALINK(0:MESHES(NM)%NUNK_F),(variable:local),ALINK,0:MESHES(NM)%NUNK_F
ccib.f90,16265,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,RESMAXV(NMESHES),(variable:local),RESMAXV,NMESHES
ccib.f90,16265,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVMNX(LOW_IND:HIGH_IND,NMESHES)",(variable:local),DIVMNX,"LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16265,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVVOLMNX(LOW_IND:HIGH_IND,NMESHES)",(variable:local),DIVVOLMNX,"LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16266,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"IJKRM(MAX_DIM,NMESHES)",(variable:local),IJKRM,"MAX_DIM,NMESHES"
ccib.f90,16266,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"IJKMNX(MAX_DIM,LOW_IND:HIGH_IND,NMESHES)",(variable:local),IJKMNX,"MAX_DIM,LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16266,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"XYZMNX(MAX_DIM,LOW_IND:HIGH_IND,NMESHES)",(variable:local),XYZMNX,"MAX_DIM,LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16267,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVVOLIJKMNX(MAX_DIM,LOW_IND:HIGH_IND,NMESHES)",(variable:local),DIVVOLIJKMNX,"MAX_DIM,LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16267,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVVOLICJCMNX(2,LOW_IND:HIGH_IND,1:NMESHES)",(variable:local),DIVVOLICJCMNX,"2,LOW_IND:HIGH_IND,1:NMESHES"
ccib.f90,16268,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVICJCMNX(2,LOW_IND:HIGH_IND,1:NMESHES)",(variable:local),DIVICJCMNX,"2,LOW_IND:HIGH_IND,1:NMESHES"
ccib.f90,16268,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"VOLMNX(LOW_IND:HIGH_IND,1:NMESHES)",(variable:local),VOLMNX,"LOW_IND:HIGH_IND,1:NMESHES"
ccib.f90,16269,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"RESICJCMX(1:2,1:NMESHES)",(variable:local),RESICJCMX,"1:2,1:NMESHES"
ccib.f90,16269,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,RESVOLMX(1:NMESHES),(variable:local),RESVOLMX,1:NMESHES
ccib.f90,16447,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,RESMAXV_AUX(NMESHES),(variable:local),RESMAXV_AUX,NMESHES
ccib.f90,16447,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVMNX_AUX(LOW_IND:HIGH_IND,NMESHES)",(variable:local),DIVMNX_AUX,"LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16447,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVVOLMNX_AUX(LOW_IND:HIGH_IND,NMESHES)",(variable:local),DIVVOLMNX_AUX,"LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16448,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"IJKRM_AUX(MAX_DIM,NMESHES)",(variable:local),IJKRM_AUX,"MAX_DIM,NMESHES"
ccib.f90,16448,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"IJKMNX_AUX(MAX_DIM,LOW_IND:HIGH_IND,NMESHES)",(variable:local),IJKMNX_AUX,"MAX_DIM,LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16449,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"XYZMNX_AUX(MAX_DIM,LOW_IND:HIGH_IND,NMESHES)",(variable:local),XYZMNX_AUX,"MAX_DIM,LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16450,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVVOLIJKMNX_AUX(MAX_DIM,LOW_IND:HIGH_IND,NMESHES)",(variable:local),DIVVOLIJKMNX_AUX,"MAX_DIM,LOW_IND:HIGH_IND,NMESHES"
ccib.f90,16450,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVVOLICJCMNX_AUX(2,LOW_IND:HIGH_IND,1:NMESHES)",(variable:local),DIVVOLICJCMNX_AUX,"2,LOW_IND:HIGH_IND,1:NMESHES"
ccib.f90,16451,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"DIVICJCMNX_AUX(2,LOW_IND:HIGH_IND,1:NMESHES)",(variable:local),DIVICJCMNX_AUX,"2,LOW_IND:HIGH_IND,1:NMESHES"
ccib.f90,16451,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"VOLMNX_AUX(LOW_IND:HIGH_IND,1:NMESHES)",(variable:local),VOLMNX_AUX,"LOW_IND:HIGH_IND,1:NMESHES"
ccib.f90,16452,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,"RESICJCMX_AUX(1:2,1:NMESHES)",(variable:local),RESICJCMX_AUX,"1:2,1:NMESHES"
ccib.f90,16452,CC_SCALARS::CC_CHECK_DIVERGENCE,ALLOCATE,RESVOLMX_AUX(1:NMESHES),(variable:local),RESVOLMX_AUX,1:NMESHES
ccib.f90,16766,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,DXCELL(ISTR:IEND),(variable:host:CC_SCALARS),DXCELL,ISTR:IEND
ccib.f90,16771,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,DXFACE(ISTR:IEND),(variable:host:CC_SCALARS),DXFACE,ISTR:IEND
ccib.f90,16776,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,XCELL(ISTR:IEND),(variable:host:CC_SCALARS),XCELL,ISTR:IEND
ccib.f90,16782,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,XFACE(ISTR:IEND),(variable:host:CC_SCALARS),XFACE,ISTR:IEND
ccib.f90,16790,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,DYCELL(JSTR:JEND),(variable:host:CC_SCALARS),DYCELL,JSTR:JEND
ccib.f90,16795,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,DYFACE(JSTR:JEND),(variable:host:CC_SCALARS),DYFACE,JSTR:JEND
ccib.f90,16800,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,YCELL(JSTR:JEND),(variable:host:CC_SCALARS),YCELL,JSTR:JEND
ccib.f90,16806,CC_SCALARS::GET_CRTCFCC_INT_STENCILS,ALLOCATE,YFACE(JSTR:JEND),(variable:host:CC_SCALARS),YFACE,JSTR:JEND
