module,variable,decl_file,decl_line,kind,written_by,read_by_sample,blocks_pure_kernel,notes,fortran_type,dims,n_writers,n_runtime_writers,n_kernel_users,mesh_id_indexed
CC_SCALARS,IHI_CELL,ccib.f90,53,runtime_scalar,GET_CC_MATRIXGRAPH_H(ccib.f90:20889); GET_H_MATRIX_CC(ccib.f90:20570); GET_RCFACES_H(ccib.f90:21581); GET_CRTCFCC_INT_STENCILS(ccib.f90:16743); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21969),GET_CRTCFCC_INT_STENCILS(ccib.f90:16766); GET_INTSTENCILS_EP(ccib.f90:18668); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21994); GET_RCFACES_H(ccib.f90:21709),yes,"written at run time by mesh kernels: GET_CC_MATRIXGRAPH_H, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,5,3,6,
CC_SCALARS,IHI_FACE,ccib.f90,54,runtime_scalar,GET_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:13650); GET_CC_MATRIXGRAPH_H(ccib.f90:20887); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:12152); GET_H_MATRIX_CC(ccib.f90:20568); GET_RCFACES_H(ccib.f90:21579); FILL_UNKZ_GUARDCELLS(ccib.f90:20396); GET_CRTCFCC_INT_STENCILS(ccib.f90:16741); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21967),FILL_UNKZ_GUARDCELLS(ccib.f90:20398); GET_CC_MATRIXGRAPH_H(ccib.f90:20889); GET_CRTCFCC_INT_STENCILS(ccib.f90:16743); GET_INTSTENCILS_EP(ccib.f90:18673); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21969),yes,"written at run time by mesh kernels: GET_ADVDIFFVECTOR_SCALAR_3D, GET_CC_MATRIXGRAPH_H, GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,8,5,9,
CC_SCALARS,ILO_CELL,ccib.f90,53,runtime_scalar,GET_CC_MATRIXGRAPH_H(ccib.f90:20888); GET_H_MATRIX_CC(ccib.f90:20569); GET_RCFACES_H(ccib.f90:21580); GET_CRTCFCC_INT_STENCILS(ccib.f90:16742); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21968),GET_CRTCFCC_INT_STENCILS(ccib.f90:16766); GET_INTSTENCILS_EP(ccib.f90:18668); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21994); GET_RCFACES_H(ccib.f90:21709),yes,"written at run time by mesh kernels: GET_CC_MATRIXGRAPH_H, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,5,3,6,
CC_SCALARS,ILO_FACE,ccib.f90,54,runtime_scalar,GET_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:13649); GET_CC_MATRIXGRAPH_H(ccib.f90:20886); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:12151); GET_H_MATRIX_CC(ccib.f90:20567); GET_RCFACES_H(ccib.f90:21578); FILL_UNKZ_GUARDCELLS(ccib.f90:20395); GET_CRTCFCC_INT_STENCILS(ccib.f90:16740); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21966),FILL_UNKZ_GUARDCELLS(ccib.f90:20397); GET_CC_MATRIXGRAPH_H(ccib.f90:20888); GET_CRTCFCC_INT_STENCILS(ccib.f90:16742); GET_INTSTENCILS_EP(ccib.f90:18673); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21968),yes,"written at run time by mesh kernels: GET_ADVDIFFVECTOR_SCALAR_3D, GET_CC_MATRIXGRAPH_H, GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,8,5,9,
CC_SCALARS,JHI_CELL,ccib.f90,53,runtime_scalar,GET_CC_MATRIXGRAPH_H(ccib.f90:20895); GET_H_MATRIX_CC(ccib.f90:20575); GET_RCFACES_H(ccib.f90:21589); GET_CRTCFCC_INT_STENCILS(ccib.f90:16751); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21978),GET_CRTCFCC_INT_STENCILS(ccib.f90:16790); GET_INTSTENCILS_EP(ccib.f90:18669); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21998); GET_RCFACES_H(ccib.f90:21713),yes,"written at run time by mesh kernels: GET_CC_MATRIXGRAPH_H, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,5,3,6,
CC_SCALARS,JHI_FACE,ccib.f90,54,runtime_scalar,GET_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:13654); GET_CC_MATRIXGRAPH_H(ccib.f90:20893); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:12156); GET_H_MATRIX_CC(ccib.f90:20573); GET_RCFACES_H(ccib.f90:21587); FILL_UNKZ_GUARDCELLS(ccib.f90:20402); GET_CRTCFCC_INT_STENCILS(ccib.f90:16749); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21976),FILL_UNKZ_GUARDCELLS(ccib.f90:20404); GET_CC_MATRIXGRAPH_H(ccib.f90:20895); GET_CRTCFCC_INT_STENCILS(ccib.f90:16751); GET_INTSTENCILS_EP(ccib.f90:18675); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21978),yes,"written at run time by mesh kernels: GET_ADVDIFFVECTOR_SCALAR_3D, GET_CC_MATRIXGRAPH_H, GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,8,5,9,
CC_SCALARS,JLO_CELL,ccib.f90,53,runtime_scalar,GET_CC_MATRIXGRAPH_H(ccib.f90:20894); GET_H_MATRIX_CC(ccib.f90:20574); GET_RCFACES_H(ccib.f90:21588); GET_CRTCFCC_INT_STENCILS(ccib.f90:16750); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21977),GET_CRTCFCC_INT_STENCILS(ccib.f90:16790); GET_INTSTENCILS_EP(ccib.f90:18669); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21998); GET_RCFACES_H(ccib.f90:21713),yes,"written at run time by mesh kernels: GET_CC_MATRIXGRAPH_H, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,5,3,6,
CC_SCALARS,JLO_FACE,ccib.f90,54,runtime_scalar,GET_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:13653); GET_CC_MATRIXGRAPH_H(ccib.f90:20892); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:12155); GET_H_MATRIX_CC(ccib.f90:20572); GET_RCFACES_H(ccib.f90:21586); FILL_UNKZ_GUARDCELLS(ccib.f90:20401); GET_CRTCFCC_INT_STENCILS(ccib.f90:16748); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21975),FILL_UNKZ_GUARDCELLS(ccib.f90:20403); GET_CC_MATRIXGRAPH_H(ccib.f90:20894); GET_CRTCFCC_INT_STENCILS(ccib.f90:16750); GET_INTSTENCILS_EP(ccib.f90:18675); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21977),yes,"written at run time by mesh kernels: GET_ADVDIFFVECTOR_SCALAR_3D, GET_CC_MATRIXGRAPH_H, GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,8,5,9,
CC_SCALARS,KHI_CELL,ccib.f90,53,runtime_scalar,GET_CC_MATRIXGRAPH_H(ccib.f90:20901); GET_H_MATRIX_CC(ccib.f90:20580); GET_RCFACES_H(ccib.f90:21597); GET_CRTCFCC_INT_STENCILS(ccib.f90:16759); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21986),GET_CRTCFCC_INT_STENCILS(ccib.f90:16814); GET_INTSTENCILS_EP(ccib.f90:18670); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:22002); GET_RCFACES_H(ccib.f90:21717),yes,"written at run time by mesh kernels: GET_CC_MATRIXGRAPH_H, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,5,3,6,
CC_SCALARS,KHI_FACE,ccib.f90,54,runtime_scalar,GET_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:13658); GET_CC_MATRIXGRAPH_H(ccib.f90:20899); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:12160); GET_H_MATRIX_CC(ccib.f90:20578); GET_RCFACES_H(ccib.f90:21595); FILL_UNKZ_GUARDCELLS(ccib.f90:20408); GET_CRTCFCC_INT_STENCILS(ccib.f90:16757); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21984),FILL_UNKZ_GUARDCELLS(ccib.f90:20410); GET_CC_MATRIXGRAPH_H(ccib.f90:20901); GET_CRTCFCC_INT_STENCILS(ccib.f90:16759); GET_INTSTENCILS_EP(ccib.f90:18677); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21986),yes,"written at run time by mesh kernels: GET_ADVDIFFVECTOR_SCALAR_3D, GET_CC_MATRIXGRAPH_H, GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,8,5,9,
CC_SCALARS,KLO_CELL,ccib.f90,53,runtime_scalar,GET_CC_MATRIXGRAPH_H(ccib.f90:20900); GET_H_MATRIX_CC(ccib.f90:20579); GET_RCFACES_H(ccib.f90:21596); GET_CRTCFCC_INT_STENCILS(ccib.f90:16758); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21985),GET_CRTCFCC_INT_STENCILS(ccib.f90:16814); GET_INTSTENCILS_EP(ccib.f90:18670); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:22002); GET_RCFACES_H(ccib.f90:21717),yes,"written at run time by mesh kernels: GET_CC_MATRIXGRAPH_H, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,5,3,6,
CC_SCALARS,KLO_FACE,ccib.f90,54,runtime_scalar,GET_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:13657); GET_CC_MATRIXGRAPH_H(ccib.f90:20898); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:12159); GET_H_MATRIX_CC(ccib.f90:20577); GET_RCFACES_H(ccib.f90:21594); FILL_UNKZ_GUARDCELLS(ccib.f90:20407); GET_CRTCFCC_INT_STENCILS(ccib.f90:16756); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21983),FILL_UNKZ_GUARDCELLS(ccib.f90:20409); GET_CC_MATRIXGRAPH_H(ccib.f90:20900); GET_CRTCFCC_INT_STENCILS(ccib.f90:16758); GET_INTSTENCILS_EP(ccib.f90:18677); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21985),yes,"written at run time by mesh kernels: GET_ADVDIFFVECTOR_SCALAR_3D, GET_CC_MATRIXGRAPH_H, GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D, GET_H_MATRIX_CC, GET_RCFACES_H",INTEGER,,8,5,9,
CC_SCALARS,NXB,ccib.f90,55,runtime_scalar,GET_RCFACES_H(ccib.f90:21575); GET_CRTCFCC_INT_STENCILS(ccib.f90:16735); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21961),GET_GASPHASE_REGRCFACES_DATA(ccib.f90:22008),yes,written at run time by mesh kernels: GET_RCFACES_H,INTEGER,,3,1,3,
CC_SCALARS,NYB,ccib.f90,55,runtime_scalar,GET_RCFACES_H(ccib.f90:21575); GET_CRTCFCC_INT_STENCILS(ccib.f90:16736); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21962),GET_GASPHASE_REGRCFACES_DATA(ccib.f90:22008),yes,written at run time by mesh kernels: GET_RCFACES_H,INTEGER,,3,1,3,
CC_SCALARS,NZB,ccib.f90,55,runtime_scalar,GET_RCFACES_H(ccib.f90:21575); GET_CRTCFCC_INT_STENCILS(ccib.f90:16737); GET_GASPHASE_REGRCFACES_DATA(ccib.f90:21963),GET_GASPHASE_REGRCFACES_DATA(ccib.f90:22008),yes,written at run time by mesh kernels: GET_RCFACES_H,INTEGER,,3,1,3,
CC_SCALARS,ROTANG,ccib.f90,106,runtime_scalar,CC_ROTATED_CUBE_RHS_ZZ(ccib.f90:6486); ROTATED_CUBE_RHS_ZZ(ccib.f90:6410); ROTATED_CUBE_VELOCITY_FLUX(ccib.f90:6106); ROTATED_CUBE_ANN_SOLN(ccib.f90:6229),CC_ROTATED_CUBE_RHS_ZZ(ccib.f90:6496); ROTATED_CUBE_ANN_SOLN(ccib.f90:6239); ROTATED_CUBE_RHS_ZZ(ccib.f90:6420); ROTATED_CUBE_VELOCITY_FLUX(ccib.f90:6116),yes,"written at run time by mesh kernels: CC_ROTATED_CUBE_RHS_ZZ, ROTATED_CUBE_RHS_ZZ, ROTATED_CUBE_VELOCITY_FLUX",REAL(EB),,4,3,4,
COMPLEX_GEOMETRY,CALL_FOR_GLMAT,geom.f90,121,runtime_scalar,COPY_H_OMESH_TO_MESH(pres.f90:4067); GLMAT_SOLVER(pres.f90:3333),,yes,"written at run time by mesh kernels: COPY_H_OMESH_TO_MESH, GLMAT_SOLVER",LOGICAL,,2,2,2,
COMPLEX_GEOMETRY,CALL_FROM_GLMAT_SETUP,geom.f90,122,runtime_scalar,GLMAT_SOLVER_SETUP(pres.f90:3703),MESH_CC_EXCHANGE(ccib.f90:3979),yes,written at run time by mesh kernels: GLMAT_SOLVER_SETUP,LOGICAL,,1,1,2,
COMPLEX_GEOMETRY,NM_START,geom.f90,119,runtime_scalar,GET_MATRIXGRAPH_H_WHLDOM(pres.f90:5339); SET_CC_MATVEC_DATA(ccib.f90:19577),ADD_CUTCELL_D_PBAR_DT(ccib.f90:695); ADD_CUTCELL_PSUM(ccib.f90:738); ADD_LINKEDCELL_D_PBAR_DT(ccib.f90:673); ADD_LINKEDCELL_PSUM(ccib.f90:718); CC_CV_RHOZZ_AVERAGE(ccib.f90:13102),yes,written at run time by mesh kernels: GET_MATRIXGRAPH_H_WHLDOM,INTEGER,,2,1,28,
COMPLEX_GEOMETRY,N_REQ11,geom.f90,126,runtime_scalar,MESH_CC_EXCHANGE(ccib.f90:3987),MESH_CC_EXCHANGE(ccib.f90:3992),yes,written at run time by mesh kernels: MESH_CC_EXCHANGE,INTEGER,,1,1,1,
COMPLEX_GEOMETRY,N_REQ112,geom.f90,126,runtime_scalar,MESH_CC_EXCHANGE(ccib.f90:3999),MESH_CC_EXCHANGE(ccib.f90:4004),yes,written at run time by mesh kernels: MESH_CC_EXCHANGE,INTEGER,,1,1,1,
COMPLEX_GEOMETRY,N_REQ12,geom.f90,126,runtime_scalar,MESH_CC_EXCHANGE(ccib.f90:4010),MESH_CC_EXCHANGE(ccib.f90:4015),yes,written at run time by mesh kernels: MESH_CC_EXCHANGE,INTEGER,,1,1,1,
COMPLEX_GEOMETRY,N_REQ13,geom.f90,126,runtime_scalar,MESH_CC_EXCHANGE(ccib.f90:4021),MESH_CC_EXCHANGE(ccib.f90:4026),yes,written at run time by mesh kernels: MESH_CC_EXCHANGE,INTEGER,,1,1,1,
DUMP,DRY,dump.f90,40,runtime_scalar,DUMP_ISOF(dump.f90:4880); DUMP_SLCF(dump.f90:6885); DUMP_SLCF_VTK(dump.f90:7350); DUMP_SMOKE3D(dump.f90:5065); DUMP_SMOKE3D_VTKHDF(dump.f90:5195); UPDATE_DEVICES_1(dump.f90:7850),GAS_PHASE_OUTPUT(dump.f90:8668),yes,"written at run time by mesh kernels: DUMP_ISOF, DUMP_SLCF, DUMP_SLCF_VTK, DUMP_SMOKE3D, DUMP_SMOKE3D_VTKHDF, UPDATE_DEVICES_1",LOGICAL,,6,6,7,
DUMP,FROM_BNDF,dump.f90,40,runtime_scalar,DUMP_BNDF(dump.f90:11965),SOLID_PHASE_OUTPUT(dump.f90:10698),yes,written at run time by mesh kernels: DUMP_BNDF,LOGICAL,,1,1,2,
FDS,CHECK_FREEZE_VELOCITY,main.f90,62,runtime_scalar,CHECK_FREEZE_VELOCITY_STATUS(main.f90:5049),FDS[MAIN_LOOP](main.f90:784),yes,,LOGICAL,,1,1,1,
FDS,CTRL_STOP_STATUS,main.f90,62,runtime_scalar,FDS(main.f90:645); FDS[MAIN_LOOP](main.f90:1136),FDS[MAIN_LOOP](main.f90:1137),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,2,1,2,
FDS,DIAGNOSTICS,main.f90,62,runtime_scalar,STOP_CHECK(main.f90:1911); FDS[MAIN_LOOP](main.f90:701),FDS[MAIN_LOOP](main.f90:905),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,2,2,1,
FDS,DT,main.f90,65,runtime_scalar,FDS(main.f90:138); FDS[MAIN_LOOP](main.f90:715),FDS(main.f90:239); EXCHANGE_GLOBAL_OUTPUTS(main.f90:4534); MPI_INITIALIZATION_CHORES(main.f90:1334); PRESSURE_ITERATION_SCHEME(main.f90:1634); WRITE_CFL_FILE(main.f90:1880),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],REAL(EB),,2,1,6,
FDS,EX,main.f90,62,runtime_scalar,FDS[MAIN_LOOP](main.f90:706),FDS[MAIN_LOOP](main.f90:705),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,1,1,1,
FDS,EXTERNAL_FAIL,main.f90,62,runtime_scalar,FDS[MAIN_LOOP](main.f90:755),FDS[MAIN_LOOP](main.f90:756),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,1,1,1,
FDS,FIRST_RESTART_TIME_STEP,main.f90,62,runtime_scalar,FDS(main.f90:676); FDS[MAIN_LOOP](main.f90:1211),MESH_EXCHANGE(main.f90:3846),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,2,1,3,
FDS,LO10,main.f90,64,runtime_scalar,FDS[MAIN_LOOP](main.f90:723),FDS[MAIN_LOOP](main.f90:724),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],INTEGER,,1,1,1,
FDS,N_REQ,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3231); POST_RECEIVES(main.f90:3033); MPI_INITIALIZATION_CHORES(main.f90:1528),MESH_EXCHANGE(main.f90:3231); MPI_INITIALIZATION_CHORES(main.f90:1534); POST_RECEIVES(main.f90:3033),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,3,2,3,
FDS,N_REQ1,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3195); POST_RECEIVES(main.f90:2998),MESH_EXCHANGE(main.f90:3195); POST_RECEIVES(main.f90:2998),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,2,2,2,
FDS,N_REQ14,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3217); POST_RECEIVES(main.f90:3020),MESH_EXCHANGE(main.f90:3217); POST_RECEIVES(main.f90:3020),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,2,2,2,
FDS,N_REQ15,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3200); POST_RECEIVES(main.f90:3003),MESH_EXCHANGE(main.f90:3200); POST_RECEIVES(main.f90:3003),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,2,2,2,
FDS,N_REQ2,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3187); POST_RECEIVES(main.f90:2990),MESH_EXCHANGE(main.f90:3187); POST_RECEIVES(main.f90:2990),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,2,2,2,
FDS,N_REQ3,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3204); POST_RECEIVES(main.f90:3007),MESH_EXCHANGE(main.f90:3204); POST_RECEIVES(main.f90:3007),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,2,2,2,
FDS,N_REQ4,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3208); POST_RECEIVES(main.f90:3011),MESH_EXCHANGE(main.f90:3208); POST_RECEIVES(main.f90:3011),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,2,2,2,
FDS,N_REQ5,main.f90,87,runtime_scalar,ALLOCATE_RADIATION_RECV_PKG(main.f90:3986); ALLOCATE_RADIATION_SEND_PKG(main.f90:4051),ALLOCATE_RADIATION_RECV_PKG(main.f90:3985); ALLOCATE_RADIATION_SEND_PKG(main.f90:4051); MESH_EXCHANGE(main.f90:3671),yes,"written at run time by mesh kernels: ALLOCATE_RADIATION_RECV_PKG, ALLOCATE_RADIATION_SEND_PKG",INTEGER,,2,2,3,
FDS,N_REQ6,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3287); POST_RECEIVES(main.f90:3068); INITIALIZE_BACK_WALL_EXCHANGE(main.f90:2549),INITIALIZE_BACK_WALL_EXCHANGE(main.f90:2548); MESH_EXCHANGE(main.f90:3287); POST_RECEIVES(main.f90:3068),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,3,2,3,
FDS,N_REQ7,main.f90,87,runtime_scalar,MESH_EXCHANGE(main.f90:3212); POST_RECEIVES(main.f90:3015),MESH_EXCHANGE(main.f90:3212); POST_RECEIVES(main.f90:3015),yes,"written at run time by mesh kernels: MESH_EXCHANGE, POST_RECEIVES",INTEGER,,2,2,2,
FDS,N_WRITTEN,main.f90,93,runtime_scalar,FDS(main.f90:622); FDS[MAIN_LOOP](main.f90:1143),FDS(main.f90:626); FDS[MAIN_LOOP](main.f90:1151),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],INTEGER,,2,1,2,
FDS,START_NEW_ANGLE_CYCLE,main.f90,63,runtime_scalar,FDS(main.f90:492); FDS[MAIN_LOOP](main.f90:1024),FDS(main.f90:493); FDS[MAIN_LOOP](main.f90:1026),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,2,1,2,
FDS,T,main.f90,65,runtime_scalar,FDS(main.f90:171); FDS[MAIN_LOOP](main.f90:933),FDS(main.f90:454); EXCHANGE_GLOBAL_OUTPUTS(main.f90:4534); PRESSURE_ITERATION_SCHEME(main.f90:1633); WRITE_CFL_FILE(main.f90:1880); WRITE_STRINGS(main.f90:4228),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],REAL(EB),,2,1,6,
FDS,TNOW,main.f90,65,runtime_scalar,FDS[MAIN_LOOP](main.f90:881),FDS[MAIN_LOOP](main.f90:887),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],REAL(EB),,1,1,1,
FIRE,COMBUSTION_INIT,fire.f90,19,runtime_scalar,COMBUSTION_LOAD_BALANCED(fire.f90:51),COMBUSTION_LOAD_BALANCED(fire.f90:50),yes,written at run time by mesh kernels: COMBUSTION_LOAD_BALANCED,LOGICAL,,1,1,1,
FIRE,MOLPCM3,fire.f90,18,runtime_scalar,COMBUSTION_MODEL(fire.f90:866); REACTION_RATE(fire.f90:1694),,yes,written at run time by mesh kernels: COMBUSTION_MODEL,REAL(EB),,2,2,1,
FIRE,NVAR_TO_RECEIVE,fire.f90,29,runtime_scalar,COMBUSTION_LOAD_BALANCED(fire.f90:53),COMBUSTION_GENERAL_LOAD_BALANCED(fire.f90:201); GATHER_CELLS_FROM_MPI_PROCESSES(fire.f90:709),yes,written at run time by mesh kernels: COMBUSTION_LOAD_BALANCED,INTEGER,,1,1,3,
FIRE,NVAR_TO_SEND,fire.f90,28,runtime_scalar,COMBUSTION_LOAD_BALANCED(fire.f90:52),DISTRIBUTE_CELLS_ACCROSS_MPI_PROCESSES(fire.f90:585),yes,written at run time by mesh kernels: COMBUSTION_LOAD_BALANCED,INTEGER,,1,1,2,
FIRE,T_CHEM_COMM,fire.f90,18,runtime_scalar,COMBUSTION_LOAD_BALANCED(fire.f90:46); DISTRIBUTE_CELLS_ACCROSS_MPI_PROCESSES(fire.f90:687); DUMP_CVODE_WARNING_SUMMARY(fire.f90:1343); GATHER_CELLS_FROM_MPI_PROCESSES(fire.f90:720),COMBUSTION_LOAD_BALANCED(fire.f90:82); DISTRIBUTE_CELLS_ACCROSS_MPI_PROCESSES(fire.f90:687); GATHER_CELLS_FROM_MPI_PROCESSES(fire.f90:720),yes,"written at run time by mesh kernels: COMBUSTION_LOAD_BALANCED, DISTRIBUTE_CELLS_ACCROSS_MPI_PROCESSES, GATHER_CELLS_FROM_MPI_PROCESSES",REAL(EB),,4,4,3,
FIRE,T_CHEM_ODE,fire.f90,18,runtime_scalar,COMBUSTION_GENERAL_LOAD_BALANCED(fire.f90:228); COMBUSTION_LOAD_BALANCED(fire.f90:45),COMBUSTION_GENERAL_LOAD_BALANCED(fire.f90:228); COMBUSTION_LOAD_BALANCED(fire.f90:82),yes,"written at run time by mesh kernels: COMBUSTION_GENERAL_LOAD_BALANCED, COMBUSTION_LOAD_BALANCED",REAL(EB),,2,2,2,
GLOBAL_CONSTANTS,CORRECTOR,cons.f90,193,runtime_scalar,FDS(main.f90:407); FDS[MAIN_LOOP](main.f90:749),CC_DIVERGENCE_PART_1(ccib.f90:8396); CCSPECIES_ADVECTION(ccib.f90:8997); CC_NO_FLUX(ccib.f90:15457); GET_ADVDIFFVECTOR_SCALAR_3D(ccib.f90:13773); GET_CUTCELL_DDDT(ccib.f90:2658),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,2,1,23,
GLOBAL_CONSTANTS,EXCHANGE_INSERTED_PARTICLES,cons.f90,677,runtime_scalar,INSERT_ALL_PARTICLES(part.f90:301); FDS[MAIN_LOOP](main.f90:799),FDS[MAIN_LOOP](main.f90:800),yes,"written at run time by mesh kernels: FDS[MAIN_LOOP], INSERT_ALL_PARTICLES",LOGICAL,,2,2,2,
GLOBAL_CONSTANTS,EXCHANGE_OBST_MASS,cons.f90,189,runtime_scalar,INIT_WALL_CELL(init.f90:3270); MPI_INITIALIZATION_CHORES(main.f90:1587),MESH_EXCHANGE(main.f90:3199); POST_RECEIVES(main.f90:3002); FDS[MAIN_LOOP](main.f90:1073),yes,written at run time by mesh kernels: INIT_WALL_CELL,LOGICAL,,2,1,5,
GLOBAL_CONSTANTS,EXCHANGE_RADIATION,cons.f90,188,runtime_scalar,RADIATION_FVM(radi.f90:3857),FDS(main.f90:508); FDS[MAIN_LOOP](main.f90:1037),yes,written at run time by mesh kernels: RADIATION_FVM,LOGICAL,,1,1,3,
GLOBAL_CONSTANTS,FIRST_PASS,cons.f90,257,runtime_scalar,FDS[MAIN_LOOP](main.f90:772),GET_LINKED_VELOCITIES(ccib.f90:3359); FDS[MAIN_LOOP](main.f90:779); DENSITY(mass.f90:408),yes,written at run time by mesh kernels: FDS[MAIN_LOOP],LOGICAL,,1,1,3,
GLOBAL_CONSTANTS,FREEZE_VELOCITY,cons.f90,220,runtime_scalar,CHECK_FREEZE_VELOCITY_STATUS(main.f90:5047); LEVEL_SET_FIRESPREAD(vege.f90:345); FDS(main.f90:684); FDS[MAIN_LOOP](main.f90:729); READ_MISC(read.f90:1991),CC_COMPUTE_VELOCITY_ERROR(ccib.f90:15652); CC_NO_FLUX(ccib.f90:15447); CC_VELOCITY_FLUX(ccib.f90:15050); INITIALIZE_MESH_VARIABLES_2(init.f90:1206); FDS[MAIN_LOOP](main.f90:728),yes,"written at run time by mesh kernels: FDS[MAIN_LOOP], LEVEL_SET_FIRESPREAD",LOGICAL,,5,3,23,
