category,file,line,routine,name_or_count,detail
ghost_index_literal,read.f90,5888,READ_INPUT::PROC_REAC_2,1,"CPBAR_Z(0,NS) = CPBAR_Z(0,NS) + D_H_F"
ghost_index_literal,read.f90,4500,READ_INPUT::PROC_SMIX,9,"IF (J==1) CP_Z(0,N) = CP_Z(1,N)"
ghost_index_literal,read.f90,4222,READ_INPUT::PROC_SPEC_1,5,"SS_CP(N,0) = SS_CP(N,1)"
ghost_index_literal,read.f90,343,READ_INPUT::READ_CATF,2,"CALL COPY_FILE_TO_CAT(LU_INPUT,LU_CATF,0)"
ghost_index_literal,read.f90,105,READ_INPUT::READ_DATA,1,"ORIENTATION_VECTOR(1:3,0) = (/0._EB,0._EB,-1._EB/)"
ghost_index_literal,read.f90,14006,READ_INPUT::READ_DEVC,2,"ORIENTATION_VECTOR => REALLOCATE2D(ORIENTATION_VECTOR,1,3,0,N_ORIENTATION_VECTOR"
ghost_index_literal,read.f90,11867,READ_INPUT::READ_HOLE,3,"X2 = MIN(X2,XF+0.001_EB*DX(IBP1))"
ghost_index_literal,read.f90,11056,READ_INPUT::READ_OBST,12,"CALL SEARCH_OTHER_MESHES(XF+0.01_EB*DX(IBP1),0.5_EB*(MAX(YS,XB3)+MIN(YF,XB4)),0."
ghost_index_literal,read.f90,6294,READ_INPUT::READ_PART,2,"ORIENTATION_VECTOR => REALLOCATE2D(ORIENTATION_VECTOR,1,3,0,N_ORIENTATION_VECTOR"
ghost_index_literal,read.f90,3461,READ_INPUT::READ_SPEC,1,"CALL SETUP_PREDEFINED_SMIX(N1,0)"
ghost_index_literal,read.f90,8538,READ_INPUT::READ_SURF,1,"SF%THICK2QREF(NNN,0) = NNNN"
ghost_index_literal,read.f90,1186,READ_INPUT::READ_TRAN,2,"T%C1(0,IC) = 0._EB"
ghost_index_literal,read.f90,12370,READ_INPUT::READ_VENT,10,IF (XB_MESH(1)-XF>=0.5_EB*DX(IBP1) .OR. XS-XB_MESH(2)>=0.5_EB*DX(0) .OR.  XB_MES
ghost_index_literal,smvv.f90,769,ISOSMOKE::GETISOBOX,1,"V1 = CASE2(EDGE2VERTEX(EDGE,0))"
ghost_index_literal,smvv.f90,903,ISOSMOKE::SLICE_TO_RLEFILE,1,"IVAL = MAX(0, IVAL)"
ghost_index_literal,soot.f90,294,SOOT_ROUTINES::CALC_AGGLOMERATION,3,"IM1 = MAX(0,I-1)"
ghost_index_literal,soot.f90,209,SOOT_ROUTINES::INITIALIZE_AGGLOMERATION,1,"BIN_M(N,0)= MIN_PARTICLE_MASS"
ghost_index_literal,turb.f90,843,TURBULENCE::EX2G3D,6,"A(0,:,:) = MIN(A_MAX,MAX(A_MIN,2._EB*A(1,:,:)-A(2,:,:)))"
ghost_index_literal,turb.f90,2530,TURBULENCE::FFT3D_F90,1,"CALL FOURIER_F2003(VHT,NN,3,-1,0,Z2)"
ghost_index_literal,turb.f90,947,TURBULENCE::FILL_EDGES,8,"A(0,0,0) = 2._EB*A(1,1,1) - A(2,2,2)"
ghost_index_literal,turb.f90,1056,TURBULENCE::TEST_FILTER,6,"HAT(0,J,K) = 2._EB * HAT(0+1,J,K) - HAT(0+2,J,K)"
ghost_index_literal,vege.f90,145,VEGE::INITIALIZE_LEVEL_SET_FIRESPREAD_1,7,"Z_LS(1:IBAR,   0) = 2._EB*Z_LS(1:IBAR,   1) - Z_LS(1:IBAR,   2)"
ghost_index_literal,vege.f90,182,VEGE::INITIALIZE_LEVEL_SET_FIRESPREAD_2,3,"Z_LS(IBP1,   0) = Z_LS(IBAR,   1)"
ghost_index_literal,velo.f90,376,VELO::COMPUTE_VISCOSITY,24,"MU(   0,0:JBP1,   0) = MU(   1,0:JBP1,1)"
ghost_index_literal,velo.f90,2728,VELO::MATCH_VELOCITY,9,"IF (EWC%AREA_RATIO>0.9_EB) OM_UU(IIO,JJO,KKO) = 0.5_EB*(OM_UU(IIO,JJO,KKO)+UU(0,"
ghost_index_literal,velo.f90,2951,VELO::MATCH_VELOCITY_FLUX,3,"FVX(0,JJ,KK) = 0.5_EB*(FVX(0,JJ,KK) + FVX_OTHER)"
ghost_index_literal,velo.f90,2126,VELO::VELOCITY_BC,25,"IF (KK==0    .AND. IOR== 3) U_NORM = 0.5_EB*(WW(II,JJ,0)    + WW(II,JJ+1,   0))"
ghost_index_literal,vtkf.f90,2287,VTK_FDS_INTERFACE::INITIALIZE_VTKHDF_BNDF_STEP1,2,"CALL GET_GEOMSIZES_DUP('_____________',0,0,0,0,0,0,NVERTS,NVERTS_CUTCELLS,NFACES"
ghost_index_literal,vtkf.f90,2585,VTK_FDS_INTERFACE::INITIALIZE_VTKHDF_BNDF_STEP2,2,"CALL GET_GEOMSIZES_DUP('_____________',0,0,0,0,0,0,NVERTS,NVERTS_CUTCELLS,NFACES"
ghost_index_literal,vtkf.f90,1738,VTK_FDS_INTERFACE::WRITE_VTKHDF_GEOM_FILE,4,"CALL GET_GEOMSIZES_DUP('_____________',0,0,0,0,0,0,NVERTS,NVERTS_CUTCELLS,NFACES"
ghost_index_literal,wall.f90,1231,WALL_ROUTINES::CALCULATE_ZZ_F,2,"DO IDX1 = 1, SF%THICK2QREF(N,0)"
ghost_index_literal,wall.f90,559,WALL_ROUTINES::GET_TRILINEAR_WEIGHTS,7,"TLW(0,0,0) = PP * RR * SS"
ghost_index_literal,wall.f90,3819,WALL_ROUTINES::TGA_ANALYSIS,2,"SURF_DEN(0) = SURFACE_DENSITY(0,SF,ONE_D)"
loop_ghost_extent,ccib.f90,2732,CC_SCALARS::CC_PROJECT_VELOCITY,6,"DO I=0,IBAR"
loop_ghost_extent,ccib.f90,3560,CC_SCALARS::CC_RESTORE_UVW_UNLINKED,6,"DO K=0,KBAR"
loop_ghost_extent,ccib.f90,15163,CC_SCALARS::CC_VELOCITY_FLUX,3,"DO I=0,IBAR"
loop_ghost_extent,ccib.f90,1873,CC_SCALARS::COMPUTE_LINKED_CUTFACE_BAROCLINIC,3,"DO K=0,KBAR"
loop_ghost_extent,ccib.f90,23348,CC_SCALARS::GET_LINKED_FACE_INDEXES_F,3,"DO K=0,M%KBAR"
loop_ghost_extent,ccib.f90,15246,CC_SCALARS::GET_LINKED_FV,6,"DO K=0,KBAR"
loop_ghost_extent,ccib.f90,22999,CC_SCALARS::GET_LINKED_MATRIX_INDEXES_Z,3,"DO K=0,KBP1"
loop_ghost_extent,ccib.f90,3031,CC_SCALARS::GET_LINKED_VELOCITIES,12,"DO K=0,KBAR"
loop_ghost_extent,ccib.f90,19607,CC_SCALARS::GET_RCEDGE_FACE_LIST,6,"DO K=0,M%KBAR"
loop_ghost_extent,ccib.f90,6247,CC_SCALARS::ROTATED_CUBE_ANN_SOLN,9,"DO K=0,KBP1"
loop_ghost_extent,ccib.f90,6126,CC_SCALARS::ROTATED_CUBE_VELOCITY_FLUX,2,"DO I=0,IBAR"
loop_ghost_extent,ccib.f90,8191,CC_SCALARS::SET_EXIMDIFFLX_3D,3,"DO I=0,MESHES(NM)%IBAR"
loop_ghost_extent,divg.f90,133,DIVG::DIVERGENCE_PART_1,18,"DO K=0,KBP1"
loop_ghost_extent,divg.f90,814,DIVG::ENTHALPY_ADVECTION_NEW,3,"DO K=-1,KBP1+1"
loop_ghost_extent,divg.f90,998,DIVG::SPECIES_ADVECTION_PART_1_NEW,9,"DO K=-1,KBP1+1"
loop_ghost_extent,dump.f90,4904,DUMP::DUMP_ISOF,21,"DO K=0,KBAR"
loop_ghost_extent,dump.f90,6806,DUMP::DUMP_SLCF,9,"DO K=0,KBAR"
loop_ghost_extent,dump.f90,7425,DUMP::DUMP_SLCF_VTK,3,"DO K=0,KBAR"
loop_ghost_extent,dump.f90,5076,DUMP::DUMP_SMOKE3D,9,"DO K=0,KBP1"
loop_ghost_extent,dump.f90,5236,DUMP::DUMP_SMOKE3D_VTKHDF,3,"DO K=0,KBP1-1"
loop_ghost_extent,dump.f90,5128,DUMP::GET_SMOKE3D_QQ,9,"DO K=0,KBP1"
loop_ghost_extent,dump.f90,1011,DUMP::INITIALIZE_MESH_DUMPS,10,"DO I=0,IBAR"
loop_ghost_extent,dump.f90,2516,DUMP::WRITE_SMOKEVIEW_FILE,3,"DO I=0,M%IBAR"
loop_ghost_extent,func.f90,2845,PHYSICAL_FUNCTIONS::COMPUTE_WIND_COMPONENTS,1,"DO K=0,M%KBP1"
loop_ghost_extent,geom.f90,10904,COMPLEX_GEOMETRY_GRID::BLOCK_SMALL_UNLINKED_CUTCELLS,21,"DO K=-1,M%KBAR+2"
loop_ghost_extent,geom.f90,15907,COMPLEX_GEOMETRY_GRID::CC_GRID_FINALIZE_TERRAIN,2,"DO J=0,JBAR"
loop_ghost_extent,geom.f90,5884,COMPLEX_GEOMETRY_GRID::CC_GRID_SEED_LINK_UNKZ,3,"DO K=0,M%KBP1"
loop_ghost_extent,geom.f90,13997,COMPLEX_GEOMETRY_GRID::GET_CC_FACE_CELL_LIST_INFO,6,"DO K=0,M%KBAR+1"
loop_ghost_extent,geom.f90,6936,COMPLEX_GEOMETRY_GRID::GET_REGULAR_CUT_EDGES_BC,12,"DO K=0,KBAR"
loop_ghost_extent,geom.f90,9897,COMPLEX_GEOMETRY_GRID::GET_REMAINING_CUTCELLS,12,"DO K=-1,M%KBAR+2"
loop_ghost_extent,geom.f90,10146,COMPLEX_GEOMETRY_GRID::GET_REMAINING_CUTFACES,18,"DO K=-1,M%KBAR+2"
loop_ghost_extent,geom.f90,7601,COMPLEX_GEOMETRY_GRID::GET_SOLID_CUTCELL_EDGES_BC,12,"DO K=0,KBAR"
loop_ghost_extent,geom.f90,9602,COMPLEX_GEOMETRY_GRID::INSERT_CUT_FACE,3,"DO KDUM=0,MESHES(NM)%KBP1"
loop_ghost_extent,init.f90,473,INIT::INITIALIZE_ATMOSPHERE,1,"DO K=0,M%KBP1"
loop_ghost_extent,init.f90,724,INIT::INITIALIZE_MESH_VARIABLES_1,19,"DO K=0,M%KBP1"
loop_ghost_extent,init.f90,1051,INIT::INITIALIZE_MESH_VARIABLES_2,1,"DO K=0,M%KBP1"
loop_ghost_extent,init.f90,1239,INIT::INITIALIZE_MESH_VARIABLES_2::INITIALIZE_EDGES,6,"DO K=0,M%KBAR"
loop_ghost_extent,mass.f90,463,MASS::DENSITY,6,"DO K=0,KBAR"
loop_ghost_extent,mass.f90,70,MASS::MASS_FINITE_DIFFERENCES,9,"DO K=-1,KBP1+1"
loop_ghost_extent,part.f90,4606,PART::CLIP_PARTICLE_DRAG,3,"DO K=0,KBAR"
loop_ghost_extent,pres.f90,758,PRES::PRESSURE_SOLVER_CHECK_RESIDUALS,3,"DO K=0,KBP1"
loop_ghost_extent,radi.f90,5106,RAD::COMPUTE_RADIATION::ADD_VOLUMETRIC_HEAT_SOURCE,3,"DO K=0,KBP1"
loop_ghost_extent,read.f90,15083,READ_INPUT::PROC_OBST,6,"DO K=0,KBP1,KBP1"
loop_ghost_extent,read.f90,11625,READ_INPUT::READ_OBST,9,"DO K=0,KBP1"
loop_ghost_extent,read.f90,16578,READ_INPUT::READ_RADF,3,"DO I=0,IBP1"
loop_ghost_extent,read.f90,1282,READ_INPUT::READ_TRAN,6,"DO I=0,M%IBAR"
loop_ghost_extent,soot.f90,60,SOOT_ROUTINES::SETTLING_VELOCITY,3,"DO K=0,KBAR"
loop_ghost_extent,turb.f90,3355,MANUFACTURED_SOLUTIONS::SAAD_MMS_1,3,"DO K=0,KBP1"
loop_ghost_extent,turb.f90,3394,MANUFACTURED_SOLUTIONS::SHUNN_MMS_3,3,"DO K=0,KBP1"
loop_ghost_extent,turb.f90,189,TURBULENCE::COMPRESSION_WAVE,9,"DO I=0,IBAR"
loop_ghost_extent,turb.f90,120,TURBULENCE::NS_ANALYTICAL_SOLUTION,5,"DO I=0,IBAR"
loop_ghost_extent,turb.f90,1325,TURBULENCE::TENSOR_DIFFUSIVITY_MODEL,6,"DO I=0,IBAR"
loop_ghost_extent,turb.f90,1054,TURBULENCE::TEST_FILTER,6,"DO K = 0,KBP1"
loop_ghost_extent,turb.f90,385,TURBULENCE::TWOD_SOBOROT_UMD,6,"DO K=0,KBP1"
loop_ghost_extent,turb.f90,306,TURBULENCE::TWOD_VORTEX_CERFACS,6,"DO K=0,KBAR"
loop_ghost_extent,turb.f90,342,TURBULENCE::TWOD_VORTEX_UMD,6,"DO K=0,KBAR"
loop_ghost_extent,vege.f90,886,VEGE::LEVEL_SET_ADVECT_FLUX,2,"DO I=0,IBAR"
loop_ghost_extent,velo.f90,3254,VELO::BAROCLINIC_CORRECTION,6,"DO K=0,KBP1"
loop_ghost_extent,velo.f90,1726,VELO::VELOCITY_CORRECTOR,5,"DO I=0,IBAR"
loop_ghost_extent,velo.f90,619,VELO::VELOCITY_FLUX,7,"DO K=0,KBAR"
loop_ghost_extent,velo.f90,994,VELO::VELOCITY_FLUX::CORIOLIS_FORCE,3,"DO I=0,IBAR"
loop_ghost_extent,velo.f90,898,VELO::VELOCITY_FLUX::DIRECT_FORCE,3,"DO I=0,IBAR"
loop_ghost_extent,velo.f90,1042,VELO::VELOCITY_FLUX::MMS_VELOCITY_FLUX,2,"DO I=0,IBAR"
loop_ghost_extent,velo.f90,1243,VELO::VELOCITY_FLUX_CYLINDRICAL,4,"DO K=0,KBAR"
loop_ghost_extent,velo.f90,1605,VELO::VELOCITY_PREDICTOR,5,"DO I=0,IBAR"
loop_owned_extent,ccib.f90,16315,CC_SCALARS::CC_CHECK_DIVERGENCE,6,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,12566,CC_SCALARS::CC_CHECK_MASS_DENSITY,24,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,13098,CC_SCALARS::CC_CHECK_MASS_DENSITY::CC_CV_RHOZZ_AVERAGE,9,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,5901,CC_SCALARS::CC_COMPUTE_VISCOSITY,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,11773,CC_SCALARS::CC_DENSITY,12,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,8383,CC_SCALARS::CC_DIVERGENCE_PART_1,30,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,2730,CC_SCALARS::CC_PROJECT_VELOCITY,12,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,6524,CC_SCALARS::CC_ROTATED_CUBE_RHS_ZZ,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,7547,CC_SCALARS::CC_SET_DATA::GET_LINKED_CELLS_BBOX,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,7450,CC_SCALARS::CC_SET_DATA::SET_CFACES_P1_RDN,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,15161,CC_SCALARS::CC_VELOCITY_FLUX,6,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,864,CC_SCALARS::CHECK_CFLVN_LINKED_CELLS,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,12487,CC_SCALARS::GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,2088,CC_SCALARS::GET_FH_FROM_PRHS_AND_BCS,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,22983,CC_SCALARS::GET_LINKED_MATRIX_INDEXES_Z,12,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,21253,CC_SCALARS::GET_MMATRIX_SCALAR_3D,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,12003,CC_SCALARS::GET_M_DOT_PPP_SCALAR_3D,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,19609,CC_SCALARS::GET_RCEDGE_FACE_LIST,3,"DO I=1,M%IBAR"
loop_owned_extent,ccib.f90,13442,CC_SCALARS::GET_RHOZZVECTOR_SCALAR_3D,6,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,13319,CC_SCALARS::GET_RHOZZ_CC_3D,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,6629,CC_SCALARS::GET_SHUNN3_QZ,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,7708,CC_SCALARS::INIT_CUTCELL_DATA,6,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,13408,CC_SCALARS::PUT_RHOZZVECTOR_SCALAR_3D,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,6442,CC_SCALARS::ROTATED_CUBE_RHS_ZZ,3,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,6124,CC_SCALARS::ROTATED_CUBE_VELOCITY_FLUX,4,"DO K=1,KBAR"
loop_owned_extent,ccib.f90,8189,CC_SCALARS::SET_EXIMDIFFLX_3D,6,"DO K=1,MESHES(NM)%KBAR"
loop_owned_extent,divg.f90,1675,DIVG::CHECK_DIVERGENCE,3,"DO K=1,KBAR"
loop_owned_extent,divg.f90,390,DIVG::DIVERGENCE_PART_1,45,"DO K=1,KBAR"
loop_owned_extent,divg.f90,1525,DIVG::DIVERGENCE_PART_2,12,"DO K=1,KBAR"
loop_owned_extent,divg.f90,946,DIVG::ENTHALPY_ADVECTION_NEW,3,"DO K=1,KBAR"
loop_owned_extent,divg.f90,1269,DIVG::SPECIES_ADVECTION_PART_2,3,"DO K=1,KBAR"
loop_owned_extent,dump.f90,4888,DUMP::DUMP_ISOF,3,"DO K=1,KBAR"
loop_owned_extent,dump.f90,12864,DUMP::DUMP_SPEC,3,"DO K=1,KBAR"
loop_owned_extent,dump.f90,12835,DUMP::DUMP_TMP,3,"DO K=1,KBAR"
loop_owned_extent,dump.f90,5800,DUMP::GET_GEOMINFO,6,"DO K=1,KBAR"
loop_owned_extent,dump.f90,5421,DUMP::GET_GEOMSIZES,6,"DO K = 1, KBAR"
loop_owned_extent,dump.f90,6192,DUMP::GET_GEOMVALS,6,"DO K=1,KBAR"
loop_owned_extent,dump.f90,11656,DUMP::UPDATE_HRR,3,"DO K=1,KBAR"
loop_owned_extent,dump.f90,11885,DUMP::UPDATE_MASS,3,"DO K=1,KBAR"
loop_owned_extent,dump.f90,2944,DUMP::WRITE_SMOKEVIEW_FILE::ADD_EXTERIOR_VENTS,6,"DO K=1,M%KBAR"
loop_owned_extent,fire.f90,123,FIRE::COMBUSTION_GENERAL_LOAD_BALANCED,3,"DO K=1,KBAR"
loop_owned_extent,fire.f90,1974,FIRE::CONDENSATION_EVAPORATION,3,"DO K = 1, KBAR"
loop_owned_extent,func.f90,6230,GEOMETRY_FUNCTIONS::BLOCK_MESH_INTERSECTION_VOLUME,3,"DO K=1,M%KBAR"
loop_owned_extent,geom.f90,14334,COMPLEX_GEOMETRY_GRID::CC_GRID_ACCUMULATE_BLOCKED_INB_AREA_OLD,3,"DO K=1,M%KBAR"
loop_owned_extent,geom.f90,14734,COMPLEX_GEOMETRY_GRID::CC_GRID_WRITE_VERBOSE_SUMMARY,3,"DO K=1,KBAR"
loop_owned_extent,geom.f90,5584,COMPLEX_GEOMETRY_GRID::EXCHANGE_CC_NOADVANCE_INFO,6,"DO K=1,M%KBAR"
loop_owned_extent,geom.f90,6938,COMPLEX_GEOMETRY_GRID::GET_REGULAR_CUT_EDGES_BC,6,"DO I=1,IBAR"
loop_owned_extent,geom.f90,7618,COMPLEX_GEOMETRY_GRID::GET_SOLID_CUTCELL_EDGES_BC,6,"DO I=1,IBAR"
loop_owned_extent,init.f90,1061,INIT::INITIALIZE_MESH_VARIABLES_2,3,"DO K=1,M%KBAR"
loop_owned_extent,init.f90,1573,INIT::INITIALIZE_MESH_VARIABLES_2::INITIALIZE_INTERPOLATION,3,"DO K=1,M%KBAR"
loop_owned_extent,init.f90,79,INIT::INITIALIZE_WALL_ARRAY,6,"DO K=1,M%KBAR"
loop_owned_extent,init.f90,5266,INIT::INITIAL_NOISE,3,"DO I=1,IBAR"
loop_owned_extent,main.f90,2662,FDS::INITIALIZE_PRESSURE_ZONES,9,"DO K=1,M%KBAR"
loop_owned_extent,mass.f90,443,MASS::DENSITY,36,"DO K=1,KBAR"
loop_owned_extent,mass.f90,799,MASS::DENSITY::CHECK_MASS_DENSITY,12,"DO K=1,KBAR"
loop_owned_extent,mass.f90,980,MASS::DENSITY::CLIP_PASSIVE_SCALARS,3,"DO K=1,KBAR"
loop_owned_extent,part.f90,4487,PART::PARTICLE_MASS_ENERGY_TRANSFER::PARTICLE_RUNNING_AVERAGES,3,"DO K=1,KBAR"
loop_owned_extent,pres.f90,5741,GLOBMAT_SOLVER::GET_MATRIX_INDEXES_H,12,"DO K=1,KBAR"
loop_owned_extent,pres.f90,3375,GLOBMAT_SOLVER::GLMAT_SOLVER,9,"DO K=1,KBAR"
loop_owned_extent,pres.f90,5920,GLOBMAT_SOLVER::PRESSURE_SOLVER_CHECK_RESIDUALS_U,6,"DO K=1,KBAR"
loop_owned_extent,pres.f90,5863,GLOBMAT_SOLVER::SET_CCVAR_CGSC_H,3,"DO K=1,KBAR"
loop_owned_extent,pres.f90,1326,LOCMAT_SOLVER::ULMAT_SOLVER_SETUP,6,"DO K=1,KBAR"
loop_owned_extent,pres.f90,1686,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,16,"DO K=1,KBAR"
loop_owned_extent,pres.f90,729,PRES::PRESSURE_SOLVER_CHECK_RESIDUALS,6,"DO K=1,KBAR"
loop_owned_extent,pres.f90,238,PRES::PRESSURE_SOLVER_COMPUTE_RHS,14,"DO K=1,KBAR"
loop_owned_extent,pres.f90,394,PRES::PRESSURE_SOLVER_FFT,19,"DO K=1,KBAR"
loop_owned_extent,pres.f90,531,PRES::TUNNEL_POISSON_SOLVER,12,"DO K=1,M%KBAR"
loop_owned_extent,radi.f90,3958,RAD::COMPUTE_RADIATION::RADIATION_FVM,26,"DO K=1,KBAR"
loop_owned_extent,read.f90,15087,READ_INPUT::PROC_OBST,3,"DO I=1,IBAR"
loop_owned_extent,read.f90,16230,READ_INPUT::READ_SLCF,3,"DO I=1,IBAR"
loop_owned_extent,read.f90,1320,READ_INPUT::READ_TRAN,4,"DO I=1,M%IBAR"
loop_owned_extent,read.f90,13697,READ_INPUT::READ_ZONE,3,"DO K=1,M%KBAR"
loop_owned_extent,soot.f90,282,SOOT_ROUTINES::CALC_AGGLOMERATION,3,"DO K=1,KBAR"
loop_owned_extent,soot.f90,162,SOOT_ROUTINES::SETTLING_VELOCITY,3,"DO K=1,KBAR"
loop_owned_extent,turb.f90,819,TURBULENCE::CALC_VARDEN_LEONARD_TERM,3,"DO K = 1,KBAR"
loop_owned_extent,turb.f90,187,TURBULENCE::COMPRESSION_WAVE,27,"DO K=1,KBAR"
loop_owned_extent,turb.f90,882,TURBULENCE::FILL_EDGES,12,"DO I=1,IBAR"
loop_owned_extent,turb.f90,118,TURBULENCE::NS_ANALYTICAL_SOLUTION,7,"DO K=1,KBAR"
loop_owned_extent,turb.f90,2430,TURBULENCE::SANDIA_OUT,3,"DO K=1,M%KBAR"
loop_owned_extent,turb.f90,2371,TURBULENCE::SPECTRAL_OUTPUT,3,"DO K=1,M%KBAR"
loop_owned_extent,turb.f90,1323,TURBULENCE::TENSOR_DIFFUSIVITY_MODEL,12,"DO K=1,KBAR"
loop_owned_extent,turb.f90,501,TURBULENCE::VARDEN_DYNSMAG,15,"DO K = 1,KBAR"
loop_owned_extent,vege.f90,618,VEGE::GET_BOUNDARY_VALUES,4,"DO II=1,IBAR"
loop_owned_extent,vege.f90,117,VEGE::INITIALIZE_LEVEL_SET_FIRESPREAD_1,2,"DO J=1,JBAR"
loop_owned_extent,vege.f90,239,VEGE::INITIALIZE_LEVEL_SET_FIRESPREAD_2,4,"DO I = 1,IBAR"
loop_owned_extent,vege.f90,885,VEGE::LEVEL_SET_ADVECT_FLUX,4,"DO J=1,JBAR"
loop_owned_extent,vege.f90,333,VEGE::LEVEL_SET_FIRESPREAD,6,"DO JJG=1,JBAR"
loop_owned_extent,vege.f90,763,VEGE::LEVEL_SET_SPREAD_RATE,2,"DO J=1,JBAR"
loop_owned_extent,velo.f90,3267,VELO::BAROCLINIC_CORRECTION,6,"DO K=1,KBAR"
loop_owned_extent,velo.f90,3059,VELO::CHECK_STABILITY,6,"DO K=1,KBAR"
loop_owned_extent,velo.f90,80,VELO::COMPUTE_VISCOSITY,21,"DO K=1,KBAR"
loop_owned_extent,velo.f90,413,VELO::COMPUTE_VISCOSITY::COMPUTE_STRAIN_RATE,3,"DO K=1,KBAR"
loop_owned_extent,velo.f90,1724,VELO::VELOCITY_CORRECTOR,10,"DO K=1,KBAR"
loop_owned_extent,velo.f90,662,VELO::VELOCITY_FLUX,6,"DO K=1,KBAR"
loop_owned_extent,velo.f90,970,VELO::VELOCITY_FLUX::CORIOLIS_FORCE,9,"DO K=1,KBAR"
loop_owned_extent,velo.f90,896,VELO::VELOCITY_FLUX::DIRECT_FORCE,6,"DO K=1,KBAR"
loop_owned_extent,velo.f90,1040,VELO::VELOCITY_FLUX::MMS_VELOCITY_FLUX,4,"DO K=1,KBAR"
loop_owned_extent,velo.f90,1270,VELO::VELOCITY_FLUX_CYLINDRICAL,2,"DO K= 1,KBAR"
loop_owned_extent,velo.f90,1603,VELO::VELOCITY_PREDICTOR,10,"DO K=1,KBAR"
loop_owned_extent,vtkf.f90,3385,VTK_FDS_INTERFACE::GET_GEOMINFO_DUP,6,"DO K=1,KBAR"
loop_owned_extent,vtkf.f90,2982,VTK_FDS_INTERFACE::GET_GEOMSIZES_DUP,6,"DO K = 1, KBAR"
